"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempC"
"CB5.3",2026-04-13,0.5,56.66,8,10.4,27500,16.9,NA,"1.5",13.7
"CB5.3",2026-04-13,1,56.66,8,10.4,27500,16.9,NA,NA,13.7
"CB5.3",2026-04-13,2,56.48,8,10.4,27500,16.9,NA,NA,13.6
"CB5.3",2026-04-13,3,56.48,8,10.4,27500,16.9,NA,NA,13.6
"CB5.3",2026-04-13,4,56.3,8,10.3,27500,16.9,NA,NA,13.5
"CB5.3",2026-04-13,5,55.94,8,10.1,27600,17,NA,NA,13.3
"CB5.3",2026-04-13,6,55.04,8,10,28000,17.3,NA,NA,12.8
"CB5.3",2026-04-13,7,54.5,7.9,9.9,29200,18.1,NA,NA,12.5
"CB5.3",2026-04-13,8,53.24,7.8,9.1,30600,19,NA,NA,11.8
"CB5.3",2026-04-13,9,53.24,7.8,9,30700,19.1,NA,NA,11.8
"CB5.3",2026-04-13,10,53.06,7.8,8.9,31200,19.4,NA,NA,11.7
"CB5.3",2026-04-13,11,53.06,7.8,8.8,31300,19.5,NA,NA,11.7
"CB5.3",2026-04-13,12,53.42,7.8,9.1,31700,19.7,NA,NA,11.9
"CB5.3",2026-04-13,13,53.78,7.8,8.9,32800,20.5,NA,NA,12.1
"CB5.3",2026-04-13,14,53.6,7.8,8.9,32900,20.6,NA,NA,12
"CB5.3",2026-04-13,15,53.6,7.8,8.8,32900,20.6,NA,NA,12
"CB5.3",2026-04-13,16,53.6,7.8,8.8,32900,20.6,NA,NA,12
"CB5.3",2026-04-13,17,53.6,7.8,8.8,33100,20.7,NA,NA,12
"CB5.3",2026-04-13,18,53.96,7.8,8.7,33500,21,NA,NA,12.2
"CB5.3",2026-04-13,19,53.96,7.8,8.7,33600,21.1,NA,NA,12.2
"CB5.3",2026-04-13,21,53.96,7.8,8.6,33700,21.2,NA,NA,12.2
"CB5.3",2026-04-13,23,53.96,7.8,8.6,33800,21.2,NA,NA,12.2
"CB5.3",2026-04-13,25,54.14,7.8,8.6,33900,21.2,NA,NA,12.3
"CB5.3",2026-04-13,26,54.32,7.8,8.6,34200,21.5,NA,NA,12.4
"LE2.3",2026-04-13,0.5,57.2,8.1,10.5,25100,15.4,NA,"1.6",14
"LE2.3",2026-04-13,1,57.2,8.1,10.5,25100,15.4,NA,NA,14
"LE2.3",2026-04-13,2,57.2,8.1,10.5,25100,15.4,NA,NA,14
"LE2.3",2026-04-13,3,57.02,8.1,10.4,25100,15.4,NA,NA,13.9
"LE2.3",2026-04-13,4,56.84,8,10.4,25300,15.5,NA,NA,13.8
"LE2.3",2026-04-13,5,56.3,8,10.2,25800,15.8,NA,NA,13.5
"LE2.3",2026-04-13,6,56.12,8,10.1,26100,16,NA,NA,13.4
"LE2.3",2026-04-13,7,54.86,7.9,9.7,27500,16.9,NA,NA,12.7
"LE2.3",2026-04-13,8,54.14,7.9,9.5,28500,17.6,NA,NA,12.3
"LE2.3",2026-04-13,9,54.14,7.9,9.3,28500,17.6,NA,NA,12.3
"LE2.3",2026-04-13,10,53.96,7.9,9.3,28600,17.7,NA,NA,12.2
"LE2.3",2026-04-13,11,53.96,7.9,9.2,28600,17.7,NA,NA,12.2
"LE2.3",2026-04-13,12,53.78,7.8,9.1,28700,17.7,NA,NA,12.1
"LE2.3",2026-04-13,13,53.42,7.8,8.9,28700,17.7,NA,NA,11.9
"LE2.3",2026-04-13,15,52.88,7.8,8.5,28800,17.8,NA,NA,11.6
"LE2.3",2026-04-13,17,52.52,7.7,8.2,28800,17.8,NA,NA,11.4
"LE2.3",2026-04-13,18,51.98,7.7,7.9,28800,17.8,NA,NA,11.1
"CB5.2",2026-04-13,0.5,56.84,8.1,10.7,23900,14.5,NA,"1.6",13.8
"CB5.2",2026-04-13,1,56.84,8.1,10.7,23900,14.5,NA,NA,13.8
"CB5.2",2026-04-13,2,56.84,8.1,10.7,23800,14.5,NA,NA,13.8
"CB5.2",2026-04-13,3,56.84,8.1,10.6,23800,14.6,NA,NA,13.8
"CB5.2",2026-04-13,4,56.66,8,10.5,25200,15.4,NA,NA,13.7
"CB5.2",2026-04-13,5,56.66,8,10.4,26500,16.2,NA,NA,13.7
"CB5.2",2026-04-13,6,56.84,8,10.4,26700,16.4,NA,NA,13.8
"CB5.2",2026-04-13,7,56.84,8,10.3,26700,16.4,NA,NA,13.8
"CB5.2",2026-04-13,8,56.84,8,10.3,26800,16.5,NA,NA,13.8
"CB5.2",2026-04-13,9,57.02,8,10.3,26900,16.5,NA,NA,13.9
"CB5.2",2026-04-13,10,57.02,8,10.2,27000,16.6,NA,NA,13.9
"CB5.2",2026-04-13,11,56.3,8,9.9,27200,16.8,NA,NA,13.5
"CB5.2",2026-04-13,12,55.22,7.9,9.4,28300,17.5,NA,NA,12.9
"CB5.2",2026-04-13,13,53.6,7.8,8.9,29300,18.1,NA,NA,12
"CB5.2",2026-04-13,14,53.06,7.8,8.8,29800,18.5,NA,NA,11.7
"CB5.2",2026-04-13,15,53.06,7.8,8.8,29800,18.5,NA,NA,11.7
"CB5.2",2026-04-13,16,53.06,7.8,8.7,29800,18.5,NA,NA,11.7
"CB5.2",2026-04-13,17,52.88,7.8,8.6,29900,18.5,NA,NA,11.6
"CB5.2",2026-04-13,18,52.7,7.8,8.6,30300,18.8,NA,NA,11.5
"CB5.2",2026-04-13,19,52.34,7.7,8.2,30700,19,NA,NA,11.3
"CB5.2",2026-04-13,21,52.34,7.7,8,30800,19.1,NA,NA,11.3
"CB5.2",2026-04-13,23,52.16,7.6,7.7,31000,19.3,NA,NA,11.2
"CB5.2",2026-04-13,25,51.98,7.6,7.6,31100,19.3,NA,NA,11.1
"CB5.2",2026-04-13,27,51.98,7.6,7.5,31100,19.3,NA,NA,11.1
"CB5.2",2026-04-13,29,51.98,7.6,7.3,31200,19.4,NA,NA,11.1
"CB5.2",2026-04-13,30,51.98,7.6,7.3,31200,19.4,NA,NA,11.1
"CB5.1",2026-04-13,0.5,57.02,8.1,10.7,22400,13.5,NA,"1.7",13.9
"CB5.1",2026-04-13,1,57.02,8.1,10.7,22400,13.5,NA,NA,13.9
"CB5.1",2026-04-13,2,56.84,8.1,10.8,22500,13.6,NA,NA,13.8
"CB5.1",2026-04-13,3,56.84,8.1,10.8,22500,13.6,NA,NA,13.8
"CB5.1",2026-04-13,4,56.84,8.1,10.8,22500,13.6,NA,NA,13.8
"CB5.1",2026-04-13,5,56.66,8.1,10.8,22500,13.6,NA,NA,13.7
"CB5.1",2026-04-13,6,56.66,8.1,10.7,22500,13.6,NA,NA,13.7
"CB5.1",2026-04-13,7,57.2,8,10.4,22700,13.7,NA,NA,14
"CB5.1",2026-04-13,8,57.2,8,10.3,22900,13.9,NA,NA,14
"CB5.1",2026-04-13,9,57.2,8,10.3,22900,13.9,NA,NA,14
"CB5.1",2026-04-13,10,57.2,8,10.2,22900,13.9,NA,NA,14
"CB5.1",2026-04-13,11,55.22,7.9,9.8,25500,15.6,NA,NA,12.9
"CB5.1",2026-04-13,12,54.68,7.9,9.6,25800,15.8,NA,NA,12.6
"CB5.1",2026-04-13,13,53.96,7.8,9.3,27400,16.8,NA,NA,12.2
"CB5.1",2026-04-13,14,52.88,7.7,8.7,28500,17.6,NA,NA,11.6
"CB5.1",2026-04-13,15,52.34,7.7,8.5,29600,18.3,NA,NA,11.3
"CB5.1",2026-04-13,16,51.98,7.7,8.4,29800,18.5,NA,NA,11.1
"CB5.1",2026-04-13,17,51.44,7.6,7.9,30400,18.9,NA,NA,10.8
"CB5.1",2026-04-13,18,51.44,7.6,7.9,30500,18.9,NA,NA,10.8
"CB5.1",2026-04-13,19,51.62,7.6,7.8,30600,19,NA,NA,10.9
"CB5.1",2026-04-13,21,51.44,7.6,7.7,30600,19,NA,NA,10.8
"CB5.1",2026-04-13,23,51.44,7.6,7.7,30600,19,NA,NA,10.8
"CB5.1",2026-04-13,25,51.08,7.6,7.5,30700,19,NA,NA,10.6
"CB5.1",2026-04-13,27,51.08,7.5,7.3,30800,19.1,NA,NA,10.6
"CB5.1",2026-04-13,29,51.08,7.5,7.2,30800,19.1,NA,NA,10.6
"CB5.1",2026-04-13,31,51.08,7.5,7,30900,19.2,NA,NA,10.6
"CB5.1",2026-04-13,33,51.08,7.5,6.7,31000,19.2,NA,NA,10.6
"CB5.1",2026-04-13,35,51.08,7.5,6.7,31000,19.2,NA,NA,10.6
"CB4.4",2026-04-13,0.5,57.02,8.1,10.7,21800,13.1,NA,"1.4",13.9
"CB4.4",2026-04-13,1,57.02,8.1,10.7,21800,13.1,NA,NA,13.9
"CB4.4",2026-04-13,2,57.02,8.1,10.7,22000,13.3,NA,NA,13.9
"CB4.4",2026-04-13,3,57.02,8.1,10.7,21900,13.2,NA,NA,13.9
"CB4.4",2026-04-13,4,57.02,8,10.7,22000,13.3,NA,NA,13.9
"CB4.4",2026-04-13,5,56.48,8,10.5,22000,13.3,NA,NA,13.6
"CB4.4",2026-04-13,6,56.3,8,10.4,22400,13.5,NA,NA,13.5
"CB4.4",2026-04-13,7,56.3,8,10.5,22400,13.6,NA,NA,13.5
"CB4.4",2026-04-13,8,56.3,8,10.4,22600,13.7,NA,NA,13.5
"CB4.4",2026-04-13,9,56.3,8,10.3,22700,13.7,NA,NA,13.5
"CB4.4",2026-04-13,10,56.12,8,10.1,22800,13.8,NA,NA,13.4
"CB4.4",2026-04-13,11,54.32,7.8,9.4,24600,15,NA,NA,12.4
"CB4.4",2026-04-13,12,52.34,7.7,8.8,27200,16.7,NA,NA,11.3
"CB4.4",2026-04-13,13,51.08,7.6,8.2,27800,17.1,NA,NA,10.6
"CB4.4",2026-04-13,14,50.54,7.6,8,28600,17.6,NA,NA,10.3
"CB4.4",2026-04-13,15,50.72,7.6,8,28700,17.7,NA,NA,10.4
"CB4.4",2026-04-13,17,50.36,7.6,7.8,29200,18,NA,NA,10.2
"CB4.4",2026-04-13,19,50.36,7.6,7.8,29500,18.2,NA,NA,10.2
"CB4.4",2026-04-13,21,50.54,7.6,7.6,29800,18.4,NA,NA,10.3
"CB4.4",2026-04-13,23,50.72,7.6,7.5,30200,18.7,NA,NA,10.4
"CB4.4",2026-04-13,25,50.72,7.6,7.4,30400,18.8,NA,NA,10.4
"CB4.4",2026-04-13,27,50.72,7.6,7.3,30600,19,NA,NA,10.4
"CB4.4",2026-04-13,29,50.72,7.6,7.3,30600,19,NA,NA,10.4
"CB4.4",2026-04-13,30,50.72,7.6,7.3,30600,19,NA,NA,10.4
"CB4.3E",2026-04-14,0.5,57.56,8,10.3,18300,10.9,NA,"1.6",14.2
"CB4.3E",2026-04-14,1,57.56,8,10.3,18500,11,NA,NA,14.2
"CB4.3E",2026-04-14,2,57.56,8,10.3,18500,11,NA,NA,14.2
"CB4.3E",2026-04-14,3,57.56,8,10.2,18600,11.1,NA,NA,14.2
"CB4.3E",2026-04-14,4,57.38,8,10.2,19000,11.3,NA,NA,14.1
"CB4.3E",2026-04-14,5,56.84,8,10.2,19200,11.5,NA,NA,13.8
"CB4.3E",2026-04-14,6,56.66,7.9,9.9,19600,11.7,NA,NA,13.7
"CB4.3E",2026-04-14,7,56.3,7.8,9.4,20400,12.2,NA,NA,13.5
"CB4.3E",2026-04-14,8,56.3,7.8,9.4,20500,12.3,NA,NA,13.5
"CB4.3E",2026-04-14,9,56.12,7.8,9.3,20600,12.4,NA,NA,13.4
"CB4.3E",2026-04-14,10,55.94,7.8,9,20900,12.6,NA,NA,13.3
"CB4.3E",2026-04-14,11,55.76,7.6,8.4,21900,13.2,NA,NA,13.2
"CB4.3E",2026-04-14,12,52.88,7.5,7.5,24700,15,NA,NA,11.6
"CB4.3E",2026-04-14,13,49.82,7.5,7.2,27800,17.1,NA,NA,9.9
"CB4.3E",2026-04-14,14,49.82,7.5,7.2,28200,17.3,NA,NA,9.9
"CB4.3E",2026-04-14,15,49.64,7.5,7.1,28400,17.4,NA,NA,9.8
"CB4.3E",2026-04-14,17,49.64,7.5,7.2,28400,17.5,NA,NA,9.8
"CB4.3E",2026-04-14,19,49.64,7.5,7.3,28400,17.5,NA,NA,9.8
"CB4.3E",2026-04-14,21,49.64,7.6,7.8,28400,17.5,NA,NA,9.8
"CB4.3C",2026-04-14,0.5,57.02,8.1,10.9,17600,10.4,NA,"1.4",13.9
"CB4.3C",2026-04-14,1,57.02,8.1,10.9,17600,10.4,NA,NA,13.9
"CB4.3C",2026-04-14,2,57.02,8.1,10.9,17600,10.4,NA,NA,13.9
"CB4.3C",2026-04-14,3,56.84,8.1,10.9,17700,10.5,NA,NA,13.8
"CB4.3C",2026-04-14,4,56.66,8.1,10.8,17900,10.6,NA,NA,13.7
"CB4.3C",2026-04-14,5,56.3,8,10.4,18100,10.8,NA,NA,13.5
"CB4.3C",2026-04-14,6,55.94,7.9,10.2,18400,10.9,NA,NA,13.3
"CB4.3C",2026-04-14,7,55.22,7.8,9.7,19400,11.6,NA,NA,12.9
"CB4.3C",2026-04-14,8,53.78,7.7,8.8,21100,12.7,NA,NA,12.1
"CB4.3C",2026-04-14,9,51.62,7.5,8.1,23400,14.1,NA,NA,10.9
"CB4.3C",2026-04-14,10,50.36,7.5,7.6,24200,14.7,NA,NA,10.2
"CB4.3C",2026-04-14,11,48.92,7.4,7.1,25700,15.6,NA,NA,9.4
"CB4.3C",2026-04-14,12,49.1,7.4,7.1,25700,15.7,NA,NA,9.5
"CB4.3C",2026-04-14,13,48.92,7.4,7.1,26300,16.1,NA,NA,9.4
"CB4.3C",2026-04-14,15,48.56,7.4,7.1,26500,16.2,NA,NA,9.2
"CB4.3C",2026-04-14,17,48.56,7.4,7,27200,16.6,NA,NA,9.2
"CB4.3C",2026-04-14,19,48.56,7.4,7,27500,16.8,NA,NA,9.2
"CB4.3C",2026-04-14,21,48.38,7.4,7,27600,16.9,NA,NA,9.1
"CB4.3C",2026-04-14,23,48.38,7.5,7,27900,17.1,NA,NA,9.1
"CB4.3C",2026-04-14,25,48.38,7.5,7,28100,17.2,NA,NA,9.1
"CB4.3C",2026-04-14,27,48.56,7.5,7,28200,17.3,NA,NA,9.2
"CB4.3W",2026-04-14,0.5,57.02,8.1,10.8,18200,10.8,NA,"1.3",13.9
"CB4.3W",2026-04-14,1,57.02,8.1,10.8,18200,10.8,NA,NA,13.9
"CB4.3W",2026-04-14,2,56.3,8,10.4,18500,11,NA,NA,13.5
"CB4.3W",2026-04-14,3,56.3,8,10.4,19900,11.9,NA,NA,13.5
"CB4.3W",2026-04-14,4,55.4,7.9,9.8,20800,12.5,NA,NA,13
"CB4.3W",2026-04-14,5,54.86,7.8,9.6,20900,12.6,NA,NA,12.7
"CB4.3W",2026-04-14,6,54.86,7.9,9.6,21000,12.6,NA,NA,12.7
"CB4.3W",2026-04-14,7,55.22,7.9,9.6,21200,12.7,NA,NA,12.9
"CB4.3W",2026-04-14,8,55.22,7.9,9.4,21200,12.7,NA,NA,12.9
"CB4.3W",2026-04-14,9,54.5,7.9,9.2,21600,13,NA,NA,12.5
"CB4.2W",2026-04-14,0.5,56.84,8.1,10.9,16400,9.6,NA,"1.2",13.8
"CB4.2W",2026-04-14,1,56.66,8.1,11,16600,9.8,NA,NA,13.7
"CB4.2W",2026-04-14,2,56.12,8.1,10.9,17100,10.1,NA,NA,13.4
"CB4.2W",2026-04-14,3,56.3,8.1,10.6,17800,10.6,NA,NA,13.5
"CB4.2W",2026-04-14,4,56.48,8.1,10.6,18100,10.7,NA,NA,13.6
"CB4.2W",2026-04-14,5,56.48,8.1,10.4,18200,10.8,NA,NA,13.6
"CB4.2W",2026-04-14,6,55.94,8,10,19100,11.4,NA,NA,13.3
"CB4.2W",2026-04-14,7,55.22,7.9,9.6,19800,11.8,NA,NA,12.9
"CB4.2W",2026-04-14,8,54.86,7.9,9.4,20000,12,NA,NA,12.7
"CB4.2C",2026-04-14,0.5,56.84,8.1,10.6,17100,10.1,NA,"1",13.8
"CB4.2C",2026-04-14,1,56.84,8.1,10.5,17100,10.1,NA,NA,13.8
"CB4.2C",2026-04-14,2,56.84,8,10.5,17300,10.2,NA,NA,13.8
"CB4.2C",2026-04-14,3,56.84,8,10.5,17300,10.3,NA,NA,13.8
"CB4.2C",2026-04-14,4,56.66,8,10.4,17300,10.3,NA,NA,13.7
"CB4.2C",2026-04-14,5,56.3,8,10.3,17700,10.5,NA,NA,13.5
"CB4.2C",2026-04-14,6,56.3,8,10.2,17800,10.5,NA,NA,13.5
"CB4.2C",2026-04-14,7,55.94,7.9,9.9,17900,10.6,NA,NA,13.3
"CB4.2C",2026-04-14,8,53.24,7.6,8.8,19900,11.9,NA,NA,11.8
"CB4.2C",2026-04-14,9,52.34,7.5,8,22300,13.5,NA,NA,11.3
"CB4.2C",2026-04-14,10,49.28,7.4,7.1,24600,14.9,NA,NA,9.6
"CB4.2C",2026-04-14,11,49.1,7.4,7.1,24700,15,NA,NA,9.5
"CB4.2C",2026-04-14,12,49.1,7.4,7,25200,15.3,NA,NA,9.5
"CB4.2C",2026-04-14,13,48.92,7.4,7.1,25500,15.5,NA,NA,9.4
"CB4.2C",2026-04-14,15,48.2,7.4,7.1,26300,16.1,NA,NA,9
"CB4.2C",2026-04-14,17,47.84,7.4,7,26800,16.4,NA,NA,8.8
"CB4.2C",2026-04-14,19,48.02,7.4,7,27500,16.8,NA,NA,8.9
"CB4.2C",2026-04-14,21,48.02,7.4,7,28100,17.2,NA,NA,8.9
"CB4.2C",2026-04-14,23,48.02,7.4,6.9,28300,17.4,NA,NA,8.9
"CB4.2C",2026-04-14,25,48.2,7.4,6.6,28600,17.6,NA,NA,9
"CB4.2C",2026-04-14,26,48.38,7.4,6.6,28600,17.6,NA,NA,9.1
"CB4.2E",2026-04-14,0.5,56.48,8.1,10.8,16700,9.8,NA,"1",13.6
"CB4.2E",2026-04-14,1,56.84,8.1,11,16400,9.7,NA,NA,13.8
"CB4.2E",2026-04-14,2,56.48,8.1,10.8,16500,9.7,NA,NA,13.6
"CB4.2E",2026-04-14,3,56.3,8,10.5,17300,10.2,NA,NA,13.5
"CB4.2E",2026-04-14,4,55.58,7.9,10,17600,10.4,NA,NA,13.1
"CB4.2E",2026-04-14,5,55.58,7.9,10,17700,10.5,NA,NA,13.1
"CB4.2E",2026-04-14,6,55.76,7.9,9.9,17700,10.5,NA,NA,13.2
"CB4.2E",2026-04-14,7,55.58,7.9,9.6,18800,11.2,NA,NA,13.1
"CB4.2E",2026-04-14,8,55.04,7.9,9.4,19800,11.8,NA,NA,12.8
"CB4.1E",2026-04-14,0.5,58.1,8.1,11.1,14100,8.2,NA,"1",14.5
"CB4.1E",2026-04-14,1,58.28,8.1,11.1,14100,8.1,NA,NA,14.6
"CB4.1E",2026-04-14,2,57.92,8.1,11.1,14100,8.2,NA,NA,14.4
"CB4.1E",2026-04-14,3,56.12,8.1,10.8,15500,9.1,NA,NA,13.4
"CB4.1E",2026-04-14,4,56.48,7.9,10.1,16700,9.8,NA,NA,13.6
"CB4.1E",2026-04-14,5,56.84,7.9,9.9,17900,10.6,NA,NA,13.8
"CB4.1E",2026-04-14,6,54.5,7.7,9.3,18100,10.7,NA,NA,12.5
"CB4.1E",2026-04-14,7,55.4,7.7,9.1,18600,11.1,NA,NA,13
"CB4.1E",2026-04-14,8,53.24,7.6,8.4,19400,11.6,NA,NA,11.8
"CB4.1E",2026-04-14,9,53.96,7.6,8.4,20100,12,NA,NA,12.2
"CB4.1E",2026-04-14,10,53.78,7.6,8.2,20600,12.4,NA,NA,12.1
"CB4.1E",2026-04-14,11,53.78,7.6,8.1,20700,12.4,NA,NA,12.1
"CB4.1E",2026-04-14,12,53.24,7.5,8.1,20900,12.6,NA,NA,11.8
"CB4.1E",2026-04-14,13,53.24,7.5,8,21000,12.6,NA,NA,11.8
"CB4.1E",2026-04-14,14,52.34,7.5,7.9,21300,12.8,NA,NA,11.3
"CB4.1E",2026-04-14,15,52.16,7.5,7.6,21600,13,NA,NA,11.2
"CB4.1E",2026-04-14,16,52.16,7.5,7.6,21800,13.1,NA,NA,11.2
"CB4.1E",2026-04-14,17,50.9,7.4,7.2,23100,14,NA,NA,10.5
"CB4.1E",2026-04-14,18,50.72,7.4,7.2,23100,14,NA,NA,10.4
"CB4.1E",2026-04-14,19,50.54,7.4,7.1,23400,14.2,NA,NA,10.3
"CB4.1E",2026-04-14,20,50.36,7.4,7.1,24300,14.7,NA,NA,10.2
"CB4.1E",2026-04-14,21,49.82,7.5,6.9,24600,14.9,NA,NA,9.9
"CB4.1E",2026-04-14,23,49.1,7.5,6.8,25500,15.5,NA,NA,9.5
"CB4.1E",2026-04-14,24,49.1,7.5,6.9,25500,15.5,NA,NA,9.5
"CB4.1C",2026-04-14,0.5,55.76,8,10.7,14900,8.7,NA,"1",13.2
"CB4.1C",2026-04-14,1,55.76,8,10.6,14900,8.7,NA,NA,13.2
"CB4.1C",2026-04-14,2,55.22,7.8,10.3,15200,8.9,NA,NA,12.9
"CB4.1C",2026-04-14,3,53.24,7.6,8.9,17200,10.1,NA,NA,11.8
"CB4.1C",2026-04-14,4,52.7,7.6,8.8,17500,10.4,NA,NA,11.5
"CB4.1C",2026-04-14,5,53.06,7.6,8.8,17800,10.5,NA,NA,11.7
"CB4.1C",2026-04-14,6,54.32,7.7,9,18200,10.8,NA,NA,12.4
"CB4.1C",2026-04-14,7,51.62,7.5,8.1,18700,11.1,NA,NA,10.9
"CB4.1C",2026-04-14,8,51.44,7.5,8.1,19700,11.7,NA,NA,10.8
"CB4.1C",2026-04-14,9,51.98,7.5,8.2,19800,11.8,NA,NA,11.1
"CB4.1C",2026-04-14,10,52.34,7.5,8.2,19900,11.9,NA,NA,11.3
"CB4.1C",2026-04-14,11,52.88,7.5,8.1,20400,12.2,NA,NA,11.6
"CB4.1C",2026-04-14,12,50.54,7.4,7.6,21200,12.7,NA,NA,10.3
"CB4.1C",2026-04-14,13,49.46,7.4,7.4,22200,13.4,NA,NA,9.7
"CB4.1C",2026-04-14,14,49.46,7.4,7.4,22300,13.4,NA,NA,9.7
"CB4.1C",2026-04-14,15,48.38,7.4,7.2,23700,14.3,NA,NA,9.1
"CB4.1C",2026-04-14,16,48.02,7.4,7.1,24500,14.9,NA,NA,8.9
"CB4.1C",2026-04-14,17,47.84,7.4,7.1,25500,15.5,NA,NA,8.8
"CB4.1C",2026-04-14,18,47.48,7.4,7.1,26100,15.9,NA,NA,8.6
"CB4.1C",2026-04-14,19,47.84,7.4,7.1,26200,16,NA,NA,8.8
"CB4.1C",2026-04-14,20,47.66,7.4,7,27100,16.6,NA,NA,8.7
"CB4.1C",2026-04-14,21,47.84,7.4,6.9,27900,17.1,NA,NA,8.8
"CB4.1C",2026-04-14,23,47.66,7.4,6.9,28100,17.2,NA,NA,8.7
"CB4.1C",2026-04-14,25,47.66,7.4,6.9,28200,17.3,NA,NA,8.7
"CB4.1C",2026-04-14,27,47.66,7.5,6.9,28300,17.4,NA,NA,8.7
"CB4.1C",2026-04-14,29,47.66,7.5,6.9,28300,17.4,NA,NA,8.7
"CB4.1C",2026-04-14,31,47.66,7.5,6.9,28400,17.4,NA,NA,8.7
"CB4.1W",2026-04-14,0.5,57.2,8.3,12.2,14100,8.2,NA,NA,14
"CB4.1W",2026-04-14,1,57.2,8.4,12.3,14100,8.2,NA,NA,14
"CB4.1W",2026-04-14,2,57.2,8.4,12.2,14100,8.2,NA,NA,14
"CB4.1W",2026-04-14,3,57.02,8.3,12,14100,8.2,NA,NA,13.9
"CB4.1W",2026-04-14,4,56.66,8.3,11.7,14100,8.2,NA,NA,13.7
"CB4.1W",2026-04-14,5,56.48,8.2,11,14200,8.3,NA,NA,13.6
"CB4.1W",2026-04-14,6,55.22,8,10.3,14300,8.3,NA,NA,12.9
"CB4.1W",2026-04-14,7,54.86,8,10.2,14500,8.4,NA,NA,12.7
"CB4.1W",2026-04-14,8,54.86,8.1,10.2,14800,8.7,NA,NA,12.7
"CB3.3E",2026-04-14,0.5,57.92,8.4,12.1,9910,5.6,NA,NA,14.4
"CB3.3E",2026-04-14,1,57.74,8.4,12.1,10100,5.7,NA,NA,14.3
"CB3.3E",2026-04-14,2,57.02,8.2,11.6,10400,5.9,NA,NA,13.9
"CB3.3E",2026-04-14,3,57.02,8.2,11.4,10700,6.1,NA,NA,13.9
"CB3.3E",2026-04-14,4,56.48,8.1,10.9,11000,6.3,NA,NA,13.6
"CB3.3E",2026-04-14,5,56.3,8,10.8,11300,6.4,NA,NA,13.5
"CB3.3E",2026-04-14,6,56.48,8.1,10.8,11400,6.5,NA,NA,13.6
"CB3.3E",2026-04-14,7,56.48,8.3,10.6,11500,6.6,NA,NA,13.6
"CB3.3C",2026-04-14,0.5,58.46,8.3,11.8,9730,5.5,NA,"0.5",14.7
"CB3.3C",2026-04-14,1,58.28,8.3,11.7,9760,5.5,NA,NA,14.6
"CB3.3C",2026-04-14,2,58.28,8.3,11.7,9770,5.5,NA,NA,14.6
"CB3.3C",2026-04-14,3,56.48,8,10.8,10700,6.1,NA,NA,13.6
"CB3.3C",2026-04-14,4,56.3,7.9,10.6,11200,6.4,NA,NA,13.5
"CB3.3C",2026-04-14,5,56.12,7.9,10.2,11800,6.8,NA,NA,13.4
"CB3.3C",2026-04-14,6,54.68,7.6,9.2,13000,7.5,NA,NA,12.6
"CB3.3C",2026-04-14,7,53.96,7.5,8.7,13900,8.1,NA,NA,12.2
"CB3.3C",2026-04-14,8,51.98,7.4,7.8,15700,9.2,NA,NA,11.1
"CB3.3C",2026-04-14,9,51.8,7.4,7.8,17100,10.1,NA,NA,11
"CB3.3C",2026-04-14,10,51.26,7.4,7.5,17500,10.3,NA,NA,10.7
"CB3.3C",2026-04-14,11,49.46,7.4,7,20500,12.3,NA,NA,9.7
"CB3.3C",2026-04-14,12,48.02,7.3,7,24300,14.7,NA,NA,8.9
"CB3.3C",2026-04-14,13,47.48,7.3,6.9,24800,15,NA,NA,8.6
"CB3.3C",2026-04-14,15,47.12,7.4,6.9,25500,15.5,NA,NA,8.4
"CB3.3C",2026-04-14,17,47.12,7.4,6.8,26100,15.9,NA,NA,8.4
"CB3.3C",2026-04-14,19,46.94,7.4,6.7,26400,16.1,NA,NA,8.3
"CB3.3C",2026-04-14,21,46.94,7.4,6.7,27000,16.5,NA,NA,8.3
"CB3.3C",2026-04-14,23,46.94,7.5,6.7,27100,16.6,NA,NA,8.3
"CB3.3C",2026-04-14,25,46.94,7.6,6.8,27100,16.6,NA,NA,8.3
"CB3.3W",2026-04-14,0.5,59.18,8.5,12.7,9780,5.5,NA,NA,15.1
"CB3.3W",2026-04-14,1,59.18,8.5,12.6,9770,5.5,NA,NA,15.1
"CB3.3W",2026-04-14,2,58.28,8.4,12.2,9990,5.7,NA,NA,14.6
"CB3.3W",2026-04-14,3,57.92,8.3,11.8,10200,5.8,NA,NA,14.4
"CB3.3W",2026-04-14,4,57.92,8.3,11.6,10300,5.8,NA,NA,14.4
"CB3.3W",2026-04-14,5,57.92,8.2,11.4,10500,6,NA,NA,14.4
"CB3.3W",2026-04-14,6,57.2,8,10.4,11300,6.5,NA,NA,14
"CB3.3W",2026-04-14,7,55.76,7.8,9.6,12200,7,NA,NA,13.2
"CB3.3W",2026-04-14,8,55.04,7.9,9.3,12900,7.4,NA,NA,12.8
"CB3.2",2026-04-15,0.5,57.38,7.5,9.6,5400,2.9,NA,"0.5",14.1
"CB3.2",2026-04-15,1,57.02,7.5,9.5,5400,2.9,NA,NA,13.9
"CB3.2",2026-04-15,2,57.02,7.5,9.4,6000,3.2,NA,NA,13.9
"CB3.2",2026-04-15,3,57.2,7.6,9.4,6600,3.6,NA,NA,14
"CB3.2",2026-04-15,4,59,7.7,9.8,7500,4.2,NA,NA,15
