"Segment","UTMX","UTMY","Sdepth","volume_m","DO","Wtemp","uniqueID","Sdepthm","habitat","paramofinterest","heatcol","habitatword"
"CHSOH",408000,4334750,0,62500,7.77,73.11,"408000 4334750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4337750,0,62500,7.8,73.6,"408000 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4338000,0,62500,7.8,73.6,"408000 4338000",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4338250,0,62500,7.8,73.6,"408000 4338250",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4338500,0,62500,7.8,73.6,"408000 4338500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4338750,0,62500,7.8,73.6,"408000 4338750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4339000,0,62500,7.8,73.6,"408000 4339000",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4339250,0,62500,7.8,73.6,"408000 4339250",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4339500,0,62500,7.8,73.6,"408000 4339500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408000,4339750,0,62500,7.8,73.6,"408000 4339750",0,3,3,"#1E90FF","Suitable"
"SASOH",408000,4358750,0,62500,7.65,74.1,"408000 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",408000,4359000,0,62500,7.65,74.1,"408000 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",408000,4359250,0,62500,7.65,74.1,"408000 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",408000,4359500,0,62500,7.65,74.1,"408000 4359500",0,3,3,"#1E90FF","Suitable"
"CB2OH",408000,4360000,0,1000000,7.67,71.79,"408000 4360000",0,3,3,"#1E90FF","Suitable"
"CB2OH",408000,4361000,0,1000000,7.73,71.71,"408000 4361000",0,3,3,"#1E90FF","Suitable"
"CB2OH",408000,4362000,0,1000000,7.79,71.63,"408000 4362000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4363000,0,1000000,7.81,71.72,"408000 4363000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4364000,0,1000000,7.83,71.67,"408000 4364000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4365000,0,1000000,7.85,71.64,"408000 4365000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4366000,0,1000000,7.85,71.66,"408000 4366000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4370000,0,1000000,7.67,72.5,"408000 4370000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4371000,0,1000000,7.57,72.91,"408000 4371000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4372000,0,1000000,7.43,73.37,"408000 4372000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4373000,0,1000000,7.28,73.83,"408000 4373000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4374000,0,1000000,7.12,74.23,"408000 4374000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4375000,0,1000000,6.96,74.57,"408000 4375000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4376000,0,1000000,6.84,74.8,"408000 4376000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4377000,0,1000000,6.75,74.93,"408000 4377000",0,3,3,"#1E90FF","Suitable"
"CB1TF",408000,4378000,0,1000000,6.73,74.96,"408000 4378000",0,3,3,"#1E90FF","Suitable"
"HNGMH",408100,4230600,0,10000,7.95,73.3,"408100 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408200,4230600,0,10000,7.95,73.3,"408200 4230600",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4334500,0,62500,7.77,73.11,"408250 4334500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4334750,0,62500,7.77,73.12,"408250 4334750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4337500,0,62500,7.77,73.24,"408250 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4337750,0,62500,7.8,73.6,"408250 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4339250,0,62500,7.8,73.6,"408250 4339250",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4339500,0,62500,7.8,73.6,"408250 4339500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4339750,0,62500,7.8,73.6,"408250 4339750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4340000,0,62500,7.8,73.6,"408250 4340000",0,3,3,"#1E90FF","Suitable"
"CHSOH",408250,4340250,0,62500,7.8,73.6,"408250 4340250",0,3,3,"#1E90FF","Suitable"
"SASOH",408250,4358750,0,62500,7.65,74.1,"408250 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",408250,4359000,0,62500,7.65,74.1,"408250 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",408250,4359250,0,62500,7.65,74.1,"408250 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",408250,4359500,0,62500,7.65,74.1,"408250 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",408250,4359750,0,62500,7.65,74.1,"408250 4359750",0,3,3,"#1E90FF","Suitable"
"HNGMH",408300,4230600,0,10000,7.95,73.29,"408300 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408400,4230600,0,10000,7.95,73.29,"408400 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408400,4231200,0,10000,7.95,73.3,"408400 4231200",0,3,3,"#1E90FF","Suitable"
"HNGMH",408400,4231300,0,10000,7.95,73.3,"408400 4231300",0,3,3,"#1E90FF","Suitable"
"HNGMH",408500,4230600,0,10000,7.96,73.29,"408500 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408500,4231200,0,10000,7.96,73.29,"408500 4231200",0,3,3,"#1E90FF","Suitable"
"CHOMH2",408500,4269500,0,250000,7.75,73.99,"408500 4269500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",408500,4270000,0,250000,7.75,74,"408500 4270000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",408500,4270500,0,250000,7.75,74,"408500 4270500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",408500,4271000,0,250000,7.75,74,"408500 4271000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",408500,4271500,0,250000,7.75,74,"408500 4271500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4334750,9.84252,62500,3.75,74.3,"408500 4334750",3,2,2,"#FFFE00","Tolerable"
"CHSOH",408500,4335000,0,62500,7.77,73.15,"408500 4335000",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4337500,0,62500,7.8,73.6,"408500 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4337750,0,62500,7.8,73.6,"408500 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4340000,0,62500,7.8,73.6,"408500 4340000",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4340250,0,62500,7.8,73.6,"408500 4340250",0,3,3,"#1E90FF","Suitable"
"CHSOH",408500,4340500,0,62500,7.8,73.6,"408500 4340500",0,3,3,"#1E90FF","Suitable"
"SASOH",408500,4358750,0,62500,7.65,74.1,"408500 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",408500,4359000,0,62500,7.65,74.1,"408500 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",408500,4359250,0,62500,7.65,74.1,"408500 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",408500,4359500,0,62500,7.65,74.1,"408500 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",408500,4359750,0,62500,7.65,74.1,"408500 4359750",0,3,3,"#1E90FF","Suitable"
"HNGMH",408600,4230500,0,10000,7.96,73.28,"408600 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",408600,4230600,0,10000,7.96,73.28,"408600 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408600,4230900,0,10000,7.96,73.29,"408600 4230900",0,3,3,"#1E90FF","Suitable"
"HNGMH",408600,4231000,0,10000,7.96,73.29,"408600 4231000",0,3,3,"#1E90FF","Suitable"
"HNGMH",408700,4230500,0,10000,7.96,73.28,"408700 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",408700,4230600,0,10000,7.96,73.28,"408700 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408700,4230700,0,10000,7.96,73.28,"408700 4230700",0,3,3,"#1E90FF","Suitable"
"HNGMH",408700,4230800,0,10000,7.96,73.28,"408700 4230800",0,3,3,"#1E90FF","Suitable"
"CHSOH",408750,4334750,0,62500,7.77,73.14,"408750 4334750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408750,4335000,9.84252,62500,3.75,74.3,"408750 4335000",3,2,2,"#FFFE00","Tolerable"
"CHSOH",408750,4337500,0,62500,7.8,73.6,"408750 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408750,4337750,0,62500,7.8,73.6,"408750 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",408750,4340500,0,62500,7.8,73.6,"408750 4340500",0,3,3,"#1E90FF","Suitable"
"CHSOH",408750,4340750,0,62500,7.8,73.6,"408750 4340750",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4358500,0,62500,7.65,74.1,"408750 4358500",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4358750,0,62500,7.65,74.1,"408750 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4359000,0,62500,7.65,74.1,"408750 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4359250,0,62500,7.65,74.1,"408750 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4359500,0,62500,7.65,74.1,"408750 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",408750,4359750,0,62500,7.65,74.1,"408750 4359750",0,3,3,"#1E90FF","Suitable"
"HNGMH",408800,4230500,0,10000,7.96,73.28,"408800 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",408800,4230600,0,10000,7.96,73.28,"408800 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408800,4230700,0,10000,7.96,73.28,"408800 4230700",0,3,3,"#1E90FF","Suitable"
"HNGMH",408800,4231200,0,10000,7.96,73.29,"408800 4231200",0,3,3,"#1E90FF","Suitable"
"HNGMH",408900,4230500,0,10000,7.96,73.28,"408900 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",408900,4230600,0,10000,7.96,73.28,"408900 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",408900,4230700,0,10000,7.96,73.28,"408900 4230700",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4211000,0,1000000,8.06,73.75,"409000 4211000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4212000,0,1000000,8.04,73.72,"409000 4212000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4213000,0,1000000,8.02,73.69,"409000 4213000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4214000,0,1000000,7.98,74.06,"409000 4214000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4217000,0,1000000,7.96,73.98,"409000 4217000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4220000,0,1000000,7.94,73.84,"409000 4220000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4221000,0,1000000,7.94,73.78,"409000 4221000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4222000,0,1000000,7.94,73.72,"409000 4222000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4229000,0,1000000,7.94,73.43,"409000 4229000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",409000,4230000,0,1000000,7.94,73.43,"409000 4230000",0,3,3,"#1E90FF","Suitable"
"HNGMH",409000,4230400,0,10000,7.96,73.27,"409000 4230400",0,3,3,"#1E90FF","Suitable"
"HNGMH",409000,4230500,0,10000,7.96,73.27,"409000 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",409000,4230600,0,10000,7.96,73.27,"409000 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",409000,4230700,0,10000,7.96,73.27,"409000 4230700",0,3,3,"#1E90FF","Suitable"
"FSBMH",409000,4233000,0,1000000,7.93,73.27,"409000 4233000",0,3,3,"#1E90FF","Suitable"
"FSBMH",409000,4234000,0,1000000,7.92,73.28,"409000 4234000",0,3,3,"#1E90FF","Suitable"
"FSBMH",409000,4240000,0,1000000,7.91,73.29,"409000 4240000",0,3,3,"#1E90FF","Suitable"
"FSBMH",409000,4241000,0,1000000,7.91,73.29,"409000 4241000",0,3,3,"#1E90FF","Suitable"
"FSBMH",409000,4246000,0,1000000,7.92,73.28,"409000 4246000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4269000,0,250000,7.75,73.99,"409000 4269000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4269500,0,250000,7.75,73.99,"409000 4269500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4270000,0,250000,7.75,73.99,"409000 4270000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4270500,0,250000,7.75,74,"409000 4270500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4271000,0,250000,7.75,74,"409000 4271000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409000,4271500,0,250000,7.75,73.99,"409000 4271500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4334750,0,62500,7.77,73.16,"409000 4334750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4335000,0,62500,7.77,73.17,"409000 4335000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4335250,0,62500,7.77,73.18,"409000 4335250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4337500,0,62500,7.8,73.6,"409000 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4337750,0,62500,7.8,73.6,"409000 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4340500,0,62500,7.8,73.6,"409000 4340500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409000,4340750,0,62500,7.8,73.6,"409000 4340750",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4358750,0,62500,7.65,74.1,"409000 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4359000,0,62500,7.65,74.1,"409000 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4359250,0,62500,7.65,74.1,"409000 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4359500,0,62500,7.65,74.1,"409000 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4359750,0,62500,7.65,74.1,"409000 4359750",0,3,3,"#1E90FF","Suitable"
"SASOH",409000,4360000,0,62500,7.65,74.1,"409000 4360000",0,3,3,"#1E90FF","Suitable"
"CB2OH",409000,4361000,0,1000000,7.77,71.62,"409000 4361000",0,3,3,"#1E90FF","Suitable"
"CB2OH",409000,4362000,0,1000000,7.82,71.53,"409000 4362000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4363000,0,1000000,7.85,71.6,"409000 4363000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4364000,0,1000000,7.88,71.53,"409000 4364000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4365000,0,1000000,7.89,71.48,"409000 4365000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4366000,0,1000000,7.9,71.47,"409000 4366000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4367000,0,1000000,7.89,71.53,"409000 4367000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4368000,0,1000000,7.86,71.68,"409000 4368000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4369000,0,1000000,7.81,71.94,"409000 4369000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4370000,0,1000000,7.74,72.29,"409000 4370000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4371000,0,1000000,7.64,72.73,"409000 4371000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4372000,0,1000000,7.51,73.2,"409000 4372000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4373000,0,1000000,7.37,73.67,"409000 4373000",0,3,3,"#1E90FF","Suitable"
"CB1TF",409000,4377000,0,1000000,6.86,74.8,"409000 4377000",0,3,3,"#1E90FF","Suitable"
"HNGMH",409100,4230400,0,10000,7.96,73.27,"409100 4230400",0,3,3,"#1E90FF","Suitable"
"HNGMH",409100,4230500,0,10000,7.96,73.27,"409100 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",409100,4230600,0,10000,7.96,73.27,"409100 4230600",0,3,3,"#1E90FF","Suitable"
"HNGMH",409100,4230700,0,10000,7.96,73.27,"409100 4230700",0,3,3,"#1E90FF","Suitable"
"HNGMH",409200,4230400,0,10000,7.95,73.22,"409200 4230400",0,3,3,"#1E90FF","Suitable"
"HNGMH",409200,4230500,0,10000,7.95,73.22,"409200 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",409200,4230600,0,10000,7.96,73.27,"409200 4230600",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4332250,0,62500,7.76,73.04,"409250 4332250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4335000,0,62500,7.77,73.18,"409250 4335000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4335250,9.84252,62500,3.75,74.3,"409250 4335250",3,2,2,"#FFFE00","Tolerable"
"CHSOH",409250,4335500,0,62500,7.77,73.2,"409250 4335500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4337250,0,62500,7.8,73.6,"409250 4337250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4337500,0,62500,7.8,73.6,"409250 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4337750,0,62500,7.8,73.6,"409250 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4340750,0,62500,7.8,73.6,"409250 4340750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4341000,0,62500,7.8,73.6,"409250 4341000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409250,4341250,0,62500,7.8,73.6,"409250 4341250",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4358500,0,62500,7.65,74.1,"409250 4358500",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4358750,0,62500,7.65,74.1,"409250 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4359000,0,62500,7.65,74.1,"409250 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4359250,0,62500,7.65,74.1,"409250 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4359500,0,62500,7.65,74.1,"409250 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4359750,0,62500,7.65,74.1,"409250 4359750",0,3,3,"#1E90FF","Suitable"
"SASOH",409250,4360000,0,62500,7.65,74.1,"409250 4360000",0,3,3,"#1E90FF","Suitable"
"HNGMH",409300,4230400,0,10000,7.95,73.22,"409300 4230400",0,3,3,"#1E90FF","Suitable"
"HNGMH",409300,4230500,0,10000,7.95,73.22,"409300 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",409400,4230400,0,10000,7.95,73.22,"409400 4230400",0,3,3,"#1E90FF","Suitable"
"HNGMH",409400,4230500,0,10000,7.95,73.22,"409400 4230500",0,3,3,"#1E90FF","Suitable"
"HNGMH",409500,4230300,0,10000,7.95,73.22,"409500 4230300",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4269000,0,250000,7.75,73.99,"409500 4269000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4269500,0,250000,7.75,73.99,"409500 4269500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4270000,0,250000,7.75,73.99,"409500 4270000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4270500,0,250000,7.75,73.99,"409500 4270500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4271000,0,250000,7.75,73.99,"409500 4271000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4271500,0,250000,7.75,73.99,"409500 4271500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4272000,0,250000,7.75,73.99,"409500 4272000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",409500,4272500,0,250000,7.75,73.98,"409500 4272500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4333250,0,62500,7.76,73.1,"409500 4333250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4335000,0,62500,7.77,73.19,"409500 4335000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4335250,0,62500,7.77,73.2,"409500 4335250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4335500,0,62500,7.77,73.21,"409500 4335500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4335750,0,62500,7.77,73.22,"409500 4335750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4337250,0,62500,7.8,73.6,"409500 4337250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4337500,0,62500,7.8,73.6,"409500 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4337750,0,62500,7.8,73.6,"409500 4337750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4341000,0,62500,7.8,73.6,"409500 4341000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409500,4341250,0,62500,7.8,73.6,"409500 4341250",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4358500,0,62500,7.65,74.1,"409500 4358500",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4358750,0,62500,7.65,74.1,"409500 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4359000,0,62500,7.65,74.1,"409500 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4359250,0,62500,7.65,74.1,"409500 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4359500,0,62500,7.65,74.1,"409500 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4359750,0,62500,7.65,74.1,"409500 4359750",0,3,3,"#1E90FF","Suitable"
"SASOH",409500,4360000,0,62500,7.65,74.1,"409500 4360000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4335000,0,62500,7.77,73.2,"409750 4335000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4335250,0,62500,7.77,73.21,"409750 4335250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4335500,0,62500,7.77,73.22,"409750 4335500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4335750,0,62500,7.77,73.23,"409750 4335750",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4337000,0,62500,7.8,73.6,"409750 4337000",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4337250,0,62500,7.8,73.6,"409750 4337250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4337500,0,62500,7.8,73.6,"409750 4337500",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4341250,0,62500,7.8,73.6,"409750 4341250",0,3,3,"#1E90FF","Suitable"
"CHSOH",409750,4341500,0,62500,7.8,73.6,"409750 4341500",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4358500,0,62500,7.65,74.1,"409750 4358500",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4358750,0,62500,7.65,74.1,"409750 4358750",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4359000,0,62500,7.65,74.1,"409750 4359000",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4359250,0,62500,7.65,74.1,"409750 4359250",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4359500,0,62500,7.65,74.1,"409750 4359500",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4359750,0,62500,7.65,74.1,"409750 4359750",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4360000,0,62500,7.65,74.1,"409750 4360000",0,3,3,"#1E90FF","Suitable"
"SASOH",409750,4360250,0,62500,7.65,74.1,"409750 4360250",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4206000,0,1000000,8.1,74.25,"410000 4206000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4211000,0,1000000,8.13,74.23,"410000 4211000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4212000,0,1000000,8.12,74.22,"410000 4212000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4213000,0,1000000,8.03,74.13,"410000 4213000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4214000,0,1000000,8.01,74.1,"410000 4214000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4220000,0,1000000,7.96,73.85,"410000 4220000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4221000,0,1000000,7.95,73.79,"410000 4221000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4222000,0,1000000,7.95,73.72,"410000 4222000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4223000,0,1000000,7.96,73.64,"410000 4223000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4224000,0,1000000,7.96,73.58,"410000 4224000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4227000,0,1000000,7.95,73.5,"410000 4227000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4228000,0,1000000,7.95,73.47,"410000 4228000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4229000,0,1000000,7.96,73.38,"410000 4229000",0,3,3,"#1E90FF","Suitable"
"TANMH_MD",410000,4230000,0,1000000,7.96,73.39,"410000 4230000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4231000,0,1000000,7.96,73.24,"410000 4231000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4232000,0,1000000,7.95,73.25,"410000 4232000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4233000,0,1000000,7.94,73.26,"410000 4233000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4234000,0,1000000,7.92,73.28,"410000 4234000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4235000,0,1000000,7.91,73.29,"410000 4235000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4236000,0,1000000,7.91,73.29,"410000 4236000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4237000,0,1000000,7.9,73.3,"410000 4237000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4239000,0,1000000,7.9,73.3,"410000 4239000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4240000,0,1000000,7.9,73.3,"410000 4240000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4241000,0,1000000,7.91,73.29,"410000 4241000",0,3,3,"#1E90FF","Suitable"
"FSBMH",410000,4242000,0,1000000,7.91,73.29,"410000 4242000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",410000,4269500,0,250000,7.75,73.98,"410000 4269500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",410000,4270000,0,250000,7.75,73.99,"410000 4270000",0,3,3,"#1E90FF","Suitable"
"CHOMH2",410000,4270500,0,250000,7.75,73.99,"410000 4270500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",410000,4271500,0,250000,7.75,73.99,"410000 4271500",0,3,3,"#1E90FF","Suitable"
"CHOMH2",410000,4272500,0,250000,7.75,73.98,"410000 4272500",0,3,3,"#1E90FF","Suitable"
"CHSOH",410000,4334750,0,62500,7.77,73.2,"410000 4334750",0,3,3,"#1E90FF","Suitable"
"CHSOH",410000,4335000,0,62500,7.77,73.21,"410000 4335000",0,3,3,"#1E90FF","Suitable"
