X,colout,Sdepth,UTMX,UTMY
18975,2.78,9,393000,4218000
18976,2.8,9.5,393000,4218000
18977,2.8,10,393000,4218000
18978,2.82,10.5,393000,4218000
18979,2.86,11,393000,4218000
18980,2.86,11.5,393000,4218000
18766,8.31,0,393000,4219000
18767,8.25,0.5,393000,4219000
18768,8.09,1,393000,4219000
18769,7.75,1.5,393000,4219000
18770,7.26,2,393000,4219000
18771,6.63,2.5,393000,4219000
18772,4.75,3,393000,4219000
18773,2.87,3.5,393000,4219000
18774,2.46,4,393000,4219000
18775,2.44,4.5,393000,4219000
18776,2.13,5,393000,4219000
18777,1.78,5.5,393000,4219000
18778,2.29,6,393000,4219000
18779,2.77,6.5,393000,4219000
18780,2.68,7,393000,4219000
18781,2.67,7.5,393000,4219000
18782,2.66,8,393000,4219000
18783,2.68,8.5,393000,4219000
18784,2.77,9,393000,4219000
18785,2.8,9.5,393000,4219000
18786,2.8,10,393000,4219000
18787,2.82,10.5,393000,4219000
18788,2.87,11,393000,4219000
18789,2.87,11.5,393000,4219000
18790,2.82,12,393000,4219000
18791,2.79,12.5,393000,4219000
18792,2.79,13,393000,4219000
18793,2.79,13.5,393000,4219000
18794,2.79,14,393000,4219000
18795,1.7,14.5,393000,4219000
18796,1.7,15,393000,4219000
18797,1.7,15.5,393000,4219000
18798,1.7,16,393000,4219000
18799,1.7,16.5,393000,4219000
18800,1.7,17,393000,4219000
18801,1.7,17.5,393000,4219000
18802,1.7,18,393000,4219000
18579,8.3,0,393000,4220000
18580,8.25,0.5,393000,4220000
18581,8.09,1,393000,4220000
18582,7.75,1.5,393000,4220000
18583,7.25,2,393000,4220000
18584,6.61,2.5,393000,4220000
18585,4.69,3,393000,4220000
18586,2.77,3.5,393000,4220000
18587,2.37,4,393000,4220000
18588,2.36,4.5,393000,4220000
18589,2.05,5,393000,4220000
18590,1.7,5.5,393000,4220000
18591,2.27,6,393000,4220000
18592,2.79,6.5,393000,4220000
18593,2.69,7,393000,4220000
18594,2.69,7.5,393000,4220000
18595,2.68,8,393000,4220000
18596,2.71,8.5,393000,4220000
18597,2.77,9,393000,4220000
18598,2.8,9.5,393000,4220000
18599,2.8,10,393000,4220000
18600,2.82,10.5,393000,4220000
18601,2.87,11,393000,4220000
18602,2.87,11.5,393000,4220000
18603,2.82,12,393000,4220000
18604,2.8,12.5,393000,4220000
18368,8.3,0,392000,4221000
18369,8.25,0.5,392000,4221000
18370,8.1,1,392000,4221000
18371,7.75,1.5,392000,4221000
18372,7.25,2,392000,4221000
18373,6.6,2.5,392000,4221000
18374,4.66,3,392000,4221000
18375,2.71,3.5,392000,4221000
18376,2.31,4,392000,4221000
18377,2.31,4.5,392000,4221000
18378,2.01,5,392000,4221000
18379,1.66,5.5,392000,4221000
18380,2.25,6,392000,4221000
18381,2.8,6.5,392000,4221000
18382,2.7,7,392000,4221000
18383,2.7,7.5,392000,4221000
18384,2.7,8,392000,4221000
18385,2.72,8.5,392000,4221000
18386,2.77,9,392000,4221000
18387,2.8,9.5,392000,4221000
18388,2.8,10,392000,4221000
18389,2.82,10.5,392000,4221000
18390,2.87,11,392000,4221000
18391,2.87,11.5,392000,4221000
18392,2.82,12,392000,4221000
18393,2.8,12.5,392000,4221000
18394,2.8,13,392000,4221000
18179,8.3,0,392000,4222000
18180,8.25,0.5,392000,4222000
18181,8.1,1,392000,4222000
18182,7.75,1.5,392000,4222000
18183,7.25,2,392000,4222000
18184,6.6,2.5,392000,4222000
18185,4.65,3,392000,4222000
18186,2.7,3.5,392000,4222000
18187,2.3,4,392000,4222000
18188,2.3,4.5,392000,4222000
18189,2,5,392000,4222000
18190,1.65,5.5,392000,4222000
18191,2.25,6,392000,4222000
18192,2.8,6.5,392000,4222000
18193,2.7,7,392000,4222000
18194,2.7,7.5,392000,4222000
18195,2.7,8,392000,4222000
18196,2.72,8.5,392000,4222000
18197,2.77,9,392000,4222000
18198,2.8,9.5,392000,4222000
18199,2.8,10,392000,4222000
18200,2.82,10.5,392000,4222000
18201,2.87,11,392000,4222000
18202,2.87,11.5,392000,4222000
18203,2.82,12,392000,4222000
18204,2.8,12.5,392000,4222000
18205,2.8,13,392000,4222000
18206,2.8,13.5,392000,4222000
18207,2.8,14,392000,4222000
18208,1.7,14.5,392000,4222000
17982,8.3,0,392000,4223000
17983,8.25,0.5,392000,4223000
17984,8.09,1,392000,4223000
17985,7.74,1.5,392000,4223000
17986,7.24,2,392000,4223000
17987,6.59,2.5,392000,4223000
17988,4.66,3,392000,4223000
17989,2.72,3.5,392000,4223000
17990,2.34,4,392000,4223000
17991,2.33,4.5,392000,4223000
17992,2.03,5,392000,4223000
17993,1.68,5.5,392000,4223000
17994,2.26,6,392000,4223000
17995,2.8,6.5,392000,4223000
17996,2.7,7,392000,4223000
17997,2.69,7.5,392000,4223000
17998,2.69,8,392000,4223000
17999,2.71,8.5,392000,4223000
18000,2.77,9,392000,4223000
18001,2.8,9.5,392000,4223000
18002,2.8,10,392000,4223000
18003,2.82,10.5,392000,4223000
18004,2.87,11,392000,4223000
18005,2.87,11.5,392000,4223000
18006,2.82,12,392000,4223000
18007,2.8,12.5,392000,4223000
18008,2.8,13,392000,4223000
18009,2.8,13.5,392000,4223000
18010,2.8,14,392000,4223000
18011,1.7,14.5,392000,4223000
18012,1.7,15,392000,4223000
17781,8.29,0,392000,4224000
17782,8.24,0.5,392000,4224000
17783,8.08,1,392000,4224000
17784,7.73,1.5,392000,4224000
17785,7.23,2,392000,4224000
17786,6.58,2.5,392000,4224000
17787,4.67,3,392000,4224000
17788,2.75,3.5,392000,4224000
17789,2.4,4,392000,4224000
17790,2.39,4.5,392000,4224000
17791,2.09,5,392000,4224000
17792,1.74,5.5,392000,4224000
17793,2.29,6,392000,4224000
17794,2.8,6.5,392000,4224000
17795,2.7,7,392000,4224000
17796,2.68,7.5,392000,4224000
17797,2.67,8,392000,4224000
17798,2.7,8.5,392000,4224000
17799,2.77,9,392000,4224000
17800,2.79,9.5,392000,4224000
17801,2.79,10,392000,4224000
17802,2.82,10.5,392000,4224000
17803,2.87,11,392000,4224000
17804,2.86,11.5,392000,4224000
17805,2.81,12,392000,4224000
17806,2.79,12.5,392000,4224000
17807,2.79,13,392000,4224000
17808,2.79,13.5,392000,4224000
17809,2.78,14,392000,4224000
17810,1.7,14.5,392000,4224000
17811,1.7,15,392000,4224000
17812,1.7,15.5,392000,4224000
17578,8.28,0,392000,4225000
17579,8.22,0.5,392000,4225000
17580,8.06,1,392000,4225000
17581,7.71,1.5,392000,4225000
17582,7.2,2,392000,4225000
17583,6.55,2.5,392000,4225000
17584,4.68,3,392000,4225000
17585,2.79,3.5,392000,4225000
17586,2.49,4,392000,4225000
17587,2.47,4.5,392000,4225000
17588,2.17,5,392000,4225000
17589,1.82,5.5,392000,4225000
17590,2.32,6,392000,4225000
17591,2.8,6.5,392000,4225000
17592,2.69,7,392000,4225000
17593,2.66,7.5,392000,4225000
17594,2.65,8,392000,4225000
17595,2.67,8.5,392000,4225000
17596,2.76,9,392000,4225000
17597,2.79,9.5,392000,4225000
17598,2.78,10,392000,4225000
17599,2.81,10.5,392000,4225000
17600,2.85,11,392000,4225000
17601,2.85,11.5,392000,4225000
17602,2.8,12,392000,4225000
17603,2.77,12.5,392000,4225000
17604,2.77,13,392000,4225000
17605,2.77,13.5,392000,4225000
17606,2.76,14,392000,4225000
17607,1.7,14.5,392000,4225000
17608,1.7,15,392000,4225000
17609,1.7,15.5,392000,4225000
17610,1.7,16,392000,4225000
17611,1.7,16.5,392000,4225000
17612,1.7,17,392000,4225000
17362,8.26,0,392000,4226000
17363,8.2,0.5,392000,4226000
17364,8.03,1,392000,4226000
17365,7.68,1.5,392000,4226000
17366,7.16,2,392000,4226000
17367,6.51,2.5,392000,4226000
17368,4.68,3,392000,4226000
17369,2.83,3.5,392000,4226000
17370,2.59,4,392000,4226000
17371,2.56,4.5,392000,4226000
17372,2.27,5,392000,4226000
17373,1.92,5.5,392000,4226000
17374,2.37,6,392000,4226000
17375,2.8,6.5,392000,4226000
17376,2.69,7,392000,4226000
17377,2.64,7.5,392000,4226000
17378,2.62,8,392000,4226000
17379,2.64,8.5,392000,4226000
17380,2.75,9,392000,4226000
17381,2.78,9.5,392000,4226000
17382,2.77,10,392000,4226000
17383,2.79,10.5,392000,4226000
17384,2.83,11,392000,4226000
17385,2.83,11.5,392000,4226000
17386,2.78,12,392000,4226000
17387,2.75,12.5,392000,4226000
17388,2.75,13,392000,4226000
17389,2.74,13.5,392000,4226000
17390,2.73,14,392000,4226000
17391,1.7,14.5,392000,4226000
17392,1.7,15,392000,4226000
17393,1.7,15.5,392000,4226000
17394,1.7,16,392000,4226000
17133,8.24,0,392000,4227000
17134,8.17,0.5,392000,4227000
17135,8,1,392000,4227000
17136,7.64,1.5,392000,4227000
17137,7.1,2,392000,4227000
17138,6.45,2.5,392000,4227000
17139,4.66,3,392000,4227000
17140,2.85,3.5,392000,4227000
17141,2.69,4,392000,4227000
17142,2.66,4.5,392000,4227000
17143,2.37,5,392000,4227000
17144,2.03,5.5,392000,4227000
17145,2.42,6,392000,4227000
17146,2.81,6.5,392000,4227000
17147,2.69,7,392000,4227000
17148,2.62,7.5,392000,4227000
17149,2.59,8,392000,4227000
17150,2.61,8.5,392000,4227000
17151,2.74,9,392000,4227000
17152,2.76,9.5,392000,4227000
17153,2.75,10,392000,4227000
17154,2.77,10.5,392000,4227000
17155,2.81,11,392000,4227000
17156,2.8,11.5,392000,4227000
17157,2.75,12,392000,4227000
17158,2.72,12.5,392000,4227000
17159,2.71,13,392000,4227000
17160,2.7,13.5,392000,4227000
17161,2.69,14,392000,4227000
17162,1.7,14.5,392000,4227000
17163,1.7,15,392000,4227000
16908,8.09,0,392000,4228000
16909,8.04,0.5,392000,4228000
16910,7.88,1,392000,4228000
16911,7.53,1.5,392000,4228000
16912,6.97,2,392000,4228000
16913,6.31,2.5,392000,4228000
16914,4.61,3,392000,4228000
16915,2.87,3.5,392000,4228000
16916,2.8,4,392000,4228000
16917,2.75,4.5,392000,4228000
16918,2.48,5,392000,4228000
16919,2.15,5.5,392000,4228000
16920,2.48,6,392000,4228000
16921,2.82,6.5,392000,4228000
16922,2.69,7,392000,4228000
16923,2.6,7.5,392000,4228000
16924,2.55,8,392000,4228000
16925,2.58,8.5,392000,4228000
16926,2.72,9,392000,4228000
16927,2.74,9.5,392000,4228000
16928,2.73,10,392000,4228000
16929,2.74,10.5,392000,4228000
16930,2.78,11,392000,4228000
16931,2.77,11.5,392000,4228000
16932,2.72,12,392000,4228000
16933,2.69,12.5,392000,4228000
16934,2.67,13,392000,4228000
16935,2.65,13.5,392000,4228000
16936,2.64,14,392000,4228000
16937,1.7,14.5,392000,4228000
16938,1.7,15,392000,4228000
16676,8.03,0,392000,4229000
16677,7.98,0.5,392000,4229000
16678,7.82,1,392000,4229000
16679,7.47,1.5,392000,4229000
16680,6.88,2,392000,4229000
16681,6.22,2.5,392000,4229000
16682,4.58,3,392000,4229000
16683,2.91,3.5,392000,4229000
16684,2.89,4,392000,4229000
16685,2.84,4.5,392000,4229000
16686,2.58,5,392000,4229000
16687,2.27,5.5,392000,4229000
16688,2.54,6,392000,4229000
16689,2.83,6.5,392000,4229000
16690,2.69,7,392000,4229000
16691,2.58,7.5,392000,4229000
16692,2.52,8,392000,4229000
16693,2.55,8.5,392000,4229000
16694,2.69,9,392000,4229000
16695,2.71,9.5,392000,4229000
16696,2.7,10,392000,4229000
16697,2.71,10.5,392000,4229000
16698,2.73,11,392000,4229000
16699,2.72,11.5,392000,4229000
16700,2.67,12,392000,4229000
16701,2.64,12.5,392000,4229000
16702,2.62,13,392000,4229000
16703,2.59,13.5,392000,4229000
16704,2.57,14,392000,4229000
16705,1.7,14.5,392000,4229000
16706,1.7,15,392000,4229000
16707,1.7,15.5,392000,4229000
16708,1.7,16,392000,4229000
16443,7.95,0,391000,4230000
16444,7.9,0.5,391000,4230000
16445,7.74,1,391000,4230000
16446,7.38,1.5,391000,4230000
16447,6.77,2,391000,4230000
16448,6.1,2.5,391000,4230000
16449,4.55,3,391000,4230000
16450,2.96,3.5,391000,4230000
16451,3,4,391000,4230000
16452,2.94,4.5,391000,4230000
16453,2.71,5,391000,4230000
16454,2.42,5.5,391000,4230000
16455,2.62,6,391000,4230000
16456,2.84,6.5,391000,4230000
16457,2.7,7,391000,4230000
16458,2.55,7.5,391000,4230000
16459,2.44,8,391000,4230000
16460,2.46,8.5,391000,4230000
16461,2.59,9,391000,4230000
16462,2.6,9.5,391000,4230000
16463,2.58,10,391000,4230000
16464,2.57,10.5,391000,4230000
16465,2.59,11,391000,4230000
16466,2.57,11.5,391000,4230000
16230,7.89,0,391000,4231000
16231,7.84,0.5,391000,4231000
16232,7.68,1,391000,4231000
16233,7.32,1.5,391000,4231000
16234,6.68,2,391000,4231000
16235,6,2.5,391000,4231000
16236,4.52,3,391000,4231000
16237,2.98,3.5,391000,4231000
16238,2.81,4,391000,4231000
16239,2.7,4.5,391000,4231000
16240,2.52,5,391000,4231000
16241,2.3,5.5,391000,4231000
16242,2.58,6,391000,4231000
16243,2.84,6.5,391000,4231000
16244,2.7,7,391000,4231000
16245,2.56,7.5,391000,4231000
16246,2.4,8,391000,4231000
16247,2.43,8.5,391000,4231000
16248,2.55,9,391000,4231000
16249,2.55,9.5,391000,4231000
16250,2.53,10,391000,4231000
16251,2.52,10.5,391000,4231000
16252,2.53,11,391000,4231000
16253,2.51,11.5,391000,4231000
16254,2.46,12,391000,4231000
16255,2.41,12.5,391000,4231000
16256,2.38,13,391000,4231000
16257,2.35,13.5,391000,4231000
16258,2.31,14,391000,4231000
16259,1.69,14.5,391000,4231000
16260,1.7,15,391000,4231000
16261,1.7,15.5,391000,4231000
16262,1.7,16,391000,4231000
16263,1.7,16.5,391000,4231000
16264,1.7,17,391000,4231000
16265,1.7,17.5,391000,4231000
16266,1.7,18,391000,4231000
16013,7.82,0,390000,4232000
16014,7.77,0.5,390000,4232000
16015,7.61,1,390000,4232000
16016,7.24,1.5,390000,4232000
16017,6.57,2,390000,4232000
16018,5.88,2.5,390000,4232000
16019,4.48,3,390000,4232000
16020,3,3.5,390000,4232000
16021,2.88,4,390000,4232000
16022,2.75,4.5,390000,4232000
16023,2.61,5,390000,4232000
16024,2.42,5.5,390000,4232000
16025,2.64,6,390000,4232000
16026,2.84,6.5,390000,4232000
16027,2.69,7,390000,4232000
16028,2.52,7.5,390000,4232000
16029,2.36,8,390000,4232000
16030,2.39,8.5,390000,4232000
16031,2.5,9,390000,4232000
16032,2.5,9.5,390000,4232000
16033,2.47,10,390000,4232000
16034,2.45,10.5,390000,4232000
16035,2.45,11,390000,4232000
16036,2.42,11.5,390000,4232000
15821,7.78,0,390000,4233000
15822,7.73,0.5,390000,4233000
15823,7.57,1,390000,4233000
15824,7.2,1.5,390000,4233000
15825,6.5,2,390000,4233000
15826,5.79,2.5,390000,4233000
15827,4.42,3,390000,4233000
15828,2.98,3.5,390000,4233000
15829,2.88,4,390000,4233000
15830,2.75,4.5,390000,4233000
15831,2.63,5,390000,4233000
15832,2.47,5.5,390000,4233000
15833,2.65,6,390000,4233000
15834,2.82,6.5,390000,4233000
15835,2.66,7,390000,4233000
15836,2.49,7.5,390000,4233000
15837,2.41,8,390000,4233000
15838,2.46,8.5,390000,4233000
15839,2.46,9,390000,4233000
15840,2.46,9.5,390000,4233000
15841,2.43,10,390000,4233000
15842,2.4,10.5,390000,4233000
15843,2.39,11,390000,4233000
15844,2.36,11.5,390000,4233000
15845,2.31,12,390000,4233000
15846,2.26,12.5,390000,4233000
15847,2.21,13,390000,4233000
15848,2.16,13.5,390000,4233000
15849,2.11,14,390000,4233000
15850,1.69,14.5,390000,4233000
15851,1.7,15,390000,4233000
15852,1.7,15.5,390000,4233000
15853,1.7,16,390000,4233000
15854,1.7,16.5,390000,4233000
15623,7.74,0,389000,4234000
15624,7.69,0.5,389000,4234000
15625,7.52,1,389000,4234000
15626,7.15,1.5,389000,4234000
15627,6.41,2,389000,4234000
15628,5.69,2.5,389000,4234000
15629,4.37,3,389000,4234000
15630,2.96,3.5,389000,4234000
15631,2.89,4,389000,4234000
15632,2.75,4.5,389000,4234000
15633,2.67,5,389000,4234000
15634,2.54,5.5,389000,4234000
15635,2.68,6,389000,4234000
15636,2.81,6.5,389000,4234000
15637,2.63,7,389000,4234000
15638,2.45,7.5,389000,4234000
15639,2.37,8,389000,4234000
15640,2.42,8.5,389000,4234000
15641,2.43,9,389000,4234000
15642,2.42,9.5,389000,4234000
15643,2.39,10,389000,4234000
15644,2.34,10.5,389000,4234000
15645,2.32,11,389000,4234000
15646,2.29,11.5,389000,4234000
15647,2.24,12,389000,4234000
15442,7.73,0,389000,4235000
15443,7.68,0.5,389000,4235000
15444,7.5,1,389000,4235000
15445,7.13,1.5,389000,4235000
15446,6.36,2,389000,4235000
15447,5.61,2.5,389000,4235000
15448,4.3,3,389000,4235000
15449,2.9,3.5,389000,4235000
15450,2.82,4,389000,4235000
15451,2.69,4.5,389000,4235000
15452,2.64,5,389000,4235000
15453,2.53,5.5,389000,4235000
15454,2.66,6,389000,4235000
15455,2.77,6.5,389000,4235000
15456,2.59,7,389000,4235000
15457,2.41,7.5,389000,4235000
15458,2.35,8,389000,4235000
15459,2.4,8.5,389000,4235000
15460,2.4,9,389000,4235000
15461,2.4,9.5,389000,4235000
15462,2.36,10,389000,4235000
15463,2.31,10.5,389000,4235000
15464,2.29,11,389000,4235000
15465,2.25,11.5,389000,4235000
15466,2.2,12,389000,4235000
15467,2.14,12.5,389000,4235000
15468,2.08,13,389000,4235000
15469,2.01,13.5,389000,4235000
15470,1.94,14,389000,4235000
15471,1.69,14.5,389000,4235000
15472,1.7,15,389000,4235000
15473,1.7,15.5,389000,4235000
15474,1.7,16,389000,4235000
15475,1.7,16.5,389000,4235000
15476,1.7,17,389000,4235000
15247,7.71,0,388000,4236000
15248,7.66,0.5,388000,4236000
15249,7.49,1,388000,4236000
15250,7.1,1.5,388000,4236000
15251,6.3,2,388000,4236000
15252,5.54,2.5,388000,4236000
15253,4.23,3,388000,4236000
15254,2.84,3.5,388000,4236000
15255,2.75,4,388000,4236000
15256,2.64,4.5,388000,4236000
15257,2.62,5,388000,4236000
15258,2.54,5.5,388000,4236000
15259,2.65,6,388000,4236000
15260,2.74,6.5,388000,4236000
15261,2.55,7,388000,4236000
15262,2.37,7.5,388000,4236000
15263,2.32,8,388000,4236000
15264,2.39,8.5,388000,4236000
15265,2.39,9,388000,4236000
15266,2.38,9.5,388000,4236000
15267,2.34,10,388000,4236000
15268,2.28,10.5,388000,4236000
15269,2.25,11,388000,4236000
15270,2.21,11.5,388000,4236000
15271,2.16,12,388000,4236000
15077,7.73,0,388000,4237000
15078,7.68,0.5,388000,4237000
15079,7.49,1,388000,4237000
15080,7.11,1.5,388000,4237000
15081,6.26,2,388000,4237000
15082,5.48,2.5,388000,4237000
15083,4.15,3,388000,4237000
15084,2.74,3.5,388000,4237000
15085,2.62,4,388000,4237000
15086,2.52,4.5,388000,4237000
15087,2.53,5,388000,4237000
15088,2.49,5.5,388000,4237000
15089,2.59,6,388000,4237000
15090,2.68,6.5,388000,4237000
15091,2.49,7,388000,4237000
15092,2.32,7.5,388000,4237000
15093,2.31,8,388000,4237000
15094,2.38,8.5,388000,4237000
15095,2.38,9,388000,4237000
15096,2.38,9.5,388000,4237000
15097,2.33,10,388000,4237000
15098,2.27,10.5,388000,4237000
15099,2.23,11,388000,4237000
15100,2.19,11.5,388000,4237000
15101,2.14,12,388000,4237000
15102,2.07,12.5,388000,4237000
15103,1.99,13,388000,4237000
15104,1.91,13.5,388000,4237000
15105,1.83,14,388000,4237000
15106,1.7,14.5,388000,4237000
15107,1.7,15,388000,4237000
15108,1.7,15.5,388000,4237000
15109,1.7,16,388000,4237000
15110,1.7,16.5,388000,4237000
15111,1.7,17,388000,4237000
15112,1.7,17.5,388000,4237000
14918,7.77,0,388000,4238000
14919,7.72,0.5,388000,4238000
14920,7.51,1,388000,4238000
14921,7.09,1.5,388000,4238000
14922,6.19,2,388000,4238000
14923,5.38,2.5,388000,4238000
14924,4.07,3,388000,4238000
14925,2.69,3.5,388000,4238000
14926,2.46,4,388000,4238000
14927,2.38,4.5,388000,4238000
14928,2.44,5,388000,4238000
14929,2.42,5.5,388000,4238000
14930,2.53,6,388000,4238000
14931,2.61,6.5,388000,4238000
14932,2.42,7,388000,4238000
14933,2.27,7.5,388000,4238000
14934,2.3,8,388000,4238000
14935,2.38,8.5,388000,4238000
14936,2.38,9,388000,4238000
14937,2.38,9.5,388000,4238000
14938,2.33,10,388000,4238000
14939,2.26,10.5,388000,4238000
14940,2.22,11,388000,4238000
14941,2.17,11.5,388000,4238000
14942,2.12,12,388000,4238000
14943,2.06,12.5,388000,4238000
14944,1.97,13,388000,4238000
14743,7.79,0,387000,4239000
14744,7.74,0.5,387000,4239000
14745,7.53,1,387000,4239000
14746,7.12,1.5,387000,4239000
14747,6.19,2,387000,4239000
14748,5.35,2.5,387000,4239000
14749,3.99,3,387000,4239000
14750,2.55,3.5,387000,4239000
14751,2.31,4,387000,4239000
14752,2.26,4.5,387000,4239000
14753,2.35,5,387000,4239000
14754,2.36,5.5,387000,4239000
14755,2.48,6,387000,4239000
14756,2.56,6.5,387000,4239000
14757,2.37,7,387000,4239000
14758,2.23,7.5,387000,4239000
14759,2.3,8,387000,4239000
14760,2.39,8.5,387000,4239000
14761,2.38,9,387000,4239000
14762,2.38,9.5,387000,4239000
14763,2.33,10,387000,4239000
14764,2.26,10.5,387000,4239000
14765,2.22,11,387000,4239000
14766,2.17,11.5,387000,4239000
14767,2.12,12,387000,4239000
14598,7.82,0,387000,4240000
14599,7.77,0.5,387000,4240000
14600,7.57,1,387000,4240000
14601,7.16,1.5,387000,4240000
14602,6.19,2,387000,4240000
14603,5.32,2.5,387000,4240000
14604,3.9,3,387000,4240000
14605,2.41,3.5,387000,4240000
14606,2.15,4,387000,4240000
14607,2.13,4.5,387000,4240000
14608,2.25,5,387000,4240000
14609,2.27,5.5,387000,4240000
14610,2.41,6,387000,4240000
14611,2.5,6.5,387000,4240000
14612,2.3,7,387000,4240000
14613,2.19,7.5,387000,4240000
14614,2.3,8,387000,4240000
14615,2.39,8.5,387000,4240000
14616,2.39,9,387000,4240000
14617,2.39,9.5,387000,4240000
14618,2.34,10,387000,4240000
14619,2.27,10.5,387000,4240000
14620,2.22,11,387000,4240000
14621,2.17,11.5,387000,4240000
14622,2.12,12,387000,4240000
14623,2.05,12.5,387000,4240000
14624,1.95,13,387000,4240000
14625,1.85,13.5,387000,4240000
14626,1.76,14,387000,4240000
14627,1.7,14.5,387000,4240000
14628,1.7,15,387000,4240000
14629,1.7,15.5,387000,4240000
14630,1.7,16,387000,4240000
14459,7.84,0,387000,4241000
14460,7.79,0.5,387000,4241000
14461,7.59,1,387000,4241000
14462,7.19,1.5,387000,4241000
14463,6.2,2,387000,4241000
14464,5.31,2.5,387000,4241000
14465,3.83,3,387000,4241000
14466,2.29,3.5,387000,4241000
14467,2.04,4,387000,4241000
14468,2.03,4.5,387000,4241000
14469,2.17,5,387000,4241000
14470,2.22,5.5,387000,4241000
14471,2.36,6,387000,4241000
14472,2.46,6.5,387000,4241000
14473,2.26,7,387000,4241000
14474,2.16,7.5,387000,4241000
14475,2.3,8,387000,4241000
14476,2.4,8.5,387000,4241000
14477,2.4,9,387000,4241000
14478,2.4,9.5,387000,4241000
14479,2.35,10,387000,4241000
14480,2.27,10.5,387000,4241000
14481,2.22,11,387000,4241000
14482,2.17,11.5,387000,4241000
14483,2.12,12,387000,4241000
14484,2.05,12.5,387000,4241000
14485,1.95,13,387000,4241000
14486,1.85,13.5,387000,4241000
14487,1.75,14,387000,4241000
14488,1.7,14.5,387000,4241000
14489,1.7,15,387000,4241000
14490,1.7,15.5,387000,4241000
14491,1.7,16,387000,4241000
14492,1.7,16.5,387000,4241000
14304,7.85,0,387000,4242000
14305,7.8,0.5,387000,4242000
14306,7.6,1,387000,4242000
14307,7.2,1.5,387000,4242000
14308,6.2,2,387000,4242000
14309,5.3,2.5,387000,4242000
14310,3.8,3,387000,4242000
14311,2.25,3.5,387000,4242000
14312,2,4,387000,4242000
14313,2,4.5,387000,4242000
14314,2.15,5,387000,4242000
14315,2.2,5.5,387000,4242000
14316,2.35,6,387000,4242000
14317,2.45,6.5,387000,4242000
14318,2.25,7,387000,4242000
14319,2.15,7.5,387000,4242000
14320,2.3,8,387000,4242000
14321,2.4,8.5,387000,4242000
14322,2.4,9,387000,4242000
14323,2.4,9.5,387000,4242000
14324,2.35,10,387000,4242000
14325,2.27,10.5,387000,4242000
14326,2.22,11,387000,4242000
14327,2.17,11.5,387000,4242000
14328,2.12,12,387000,4242000
14329,2.05,12.5,387000,4242000
14330,1.95,13,387000,4242000
14331,1.85,13.5,387000,4242000
14332,1.75,14,387000,4242000
14333,1.7,14.5,387000,4242000
14334,1.7,15,387000,4242000
14335,1.7,15.5,387000,4242000
14336,1.7,16,387000,4242000
14337,1.7,16.5,387000,4242000
14338,1.7,17,387000,4242000
14116,7.84,0,387000,4243000
14117,7.79,0.5,387000,4243000
14118,7.59,1,387000,4243000
14119,7.18,1.5,387000,4243000
14120,6.2,2,387000,4243000
14121,5.31,2.5,387000,4243000
14122,3.83,3,387000,4243000
14123,2.31,3.5,387000,4243000
14124,2.05,4,387000,4243000
14125,2.04,4.5,387000,4243000
14126,2.18,5,387000,4243000
14127,2.22,5.5,387000,4243000
14128,2.37,6,387000,4243000
14129,2.46,6.5,387000,4243000
14130,2.27,7,387000,4243000
14131,2.16,7.5,387000,4243000
14132,2.3,8,387000,4243000
14133,2.4,8.5,387000,4243000
14134,2.39,9,387000,4243000
14135,2.39,9.5,387000,4243000
14136,2.34,10,387000,4243000
14137,2.27,10.5,387000,4243000
14138,2.22,11,387000,4243000
14139,2.17,11.5,387000,4243000
14140,2.12,12,387000,4243000
14141,2.05,12.5,387000,4243000
14142,1.95,13,387000,4243000
14143,1.85,13.5,387000,4243000
14144,1.75,14,387000,4243000
14145,1.7,14.5,387000,4243000
14146,1.7,15,387000,4243000
14147,1.7,15.5,387000,4243000
14148,1.7,16,387000,4243000
14149,1.7,16.5,387000,4243000
14150,1.7,17,387000,4243000
13948,7.76,0.5,386000,4244000
13950,7.12,1.5,386000,4244000
13952,5.33,2.5,386000,4244000
13954,2.51,3.5,386000,4244000
13956,2.19,4.5,386000,4244000
13958,2.3,5.5,386000,4244000
13960,2.51,6.5,386000,4244000
13962,2.2,7.5,386000,4244000
13964,2.37,8.5,386000,4244000
13966,2.36,9.5,386000,4244000
13968,2.24,10.5,386000,4244000
13970,2.15,11.5,386000,4244000
13972,2.03,12.5,386000,4244000
13974,1.84,13.5,386000,4244000
13806,7.82,0,386000,4245000
13807,7.76,0.5,386000,4245000
13808,7.53,1,386000,4245000
13809,7.07,1.5,386000,4245000
13810,6.17,2,386000,4245000
13811,5.36,2.5,386000,4245000
13812,4.08,3,386000,4245000
13813,2.71,3.5,386000,4245000
13814,2.47,4,386000,4245000
13815,2.33,4.5,386000,4245000
13816,2.37,5,386000,4245000
13817,2.35,5.5,386000,4245000
13818,2.45,6,386000,4245000
13819,2.53,6.5,386000,4245000
13820,2.37,7,386000,4245000
13821,2.24,7.5,386000,4245000
13822,2.25,8,386000,4245000
13823,2.31,8.5,386000,4245000
13824,2.3,9,386000,4245000
13825,2.29,9.5,386000,4245000
13826,2.24,10,386000,4245000
13827,2.19,10.5,386000,4245000
13828,2.15,11,386000,4245000
13829,2.11,11.5,386000,4245000
13830,2.06,12,386000,4245000
13831,1.99,12.5,386000,4245000
13832,1.91,13,386000,4245000
13833,1.83,13.5,386000,4245000
