"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","source","tempF"
"EE3.0",2025-07-09,3.8,29.3,7.7,6.5,23000,13.8,NA,NA,"MDothers",84.74
"EE3.1",2025-07-09,0.5,29.2,7.8,6.8,21900,13.1,NA,"0.7","MDothers",84.56
"EE3.1",2025-07-09,1,29.2,7.8,6.8,21900,13.1,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,2,29.1,7.8,6.6,22100,13.2,NA,NA,"MDothers",84.38
"EE3.1",2025-07-09,3,29.2,7.8,6.5,22300,13.4,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,4,29.2,7.8,6.6,22400,13.4,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,5,29.2,7.8,6.6,22400,13.4,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,6,29.2,7.8,6.6,22500,13.5,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,7,29.2,7.8,6.6,22500,13.5,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,8,29.2,7.8,6.6,22500,13.5,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,9,29.2,7.8,6.7,22600,13.5,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,10,29.2,7.8,6.7,22600,13.6,NA,NA,"MDothers",84.56
"EE3.1",2025-07-09,11,29.2,7.8,6.6,22700,13.6,NA,NA,"MDothers",84.56
"EE3.2",2025-07-08,0.5,29,8,7.5,24600,14.9,NA,"1.1","MDothers",84.2
"EE3.2",2025-07-08,1,29,8,7.4,24600,14.9,NA,NA,"MDothers",84.2
"EE3.2",2025-07-08,2,28.9,8,7.3,24700,14.9,NA,NA,"MDothers",84.02
"EE3.2",2025-07-08,3,28.8,8,7.1,24700,14.9,NA,NA,"MDothers",83.84
"EE3.2",2025-07-08,5,28.7,7.9,6.6,24800,15,NA,NA,"MDothers",83.66
"EE3.2",2025-07-08,7,28.7,7.9,6.6,24800,15,NA,NA,"MDothers",83.66
"EE3.2",2025-07-08,9,28.6,7.9,6.7,24900,15,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,11,28.6,7.9,6.5,25000,15.2,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,13,28.6,7.9,6.3,25000,15.2,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,15,28.6,7.8,6.1,25200,15.3,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,17,28.6,7.8,5.8,25300,15.4,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,18,28.6,7.8,5.8,25300,15.4,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,19,28.6,7.8,5.6,25400,15.4,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,21,28.6,7.8,5.5,25400,15.4,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,23,28.6,7.8,5.4,25500,15.5,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,25,28.6,7.8,5.4,25500,15.5,NA,NA,"MDothers",83.48
"EE3.2",2025-07-08,26.9,28.6,7.8,5.4,25500,15.5,NA,NA,"MDothers",83.48
"EE3.3",2025-07-08,0.5,28.7,8,6.5,27700,17,NA,"0.5","MDothers",83.66
"EE3.3",2025-07-08,1,28.7,7.9,6.5,27700,17,NA,NA,"MDothers",83.66
"EE3.3",2025-07-08,2,28.7,7.9,6.5,27700,17,NA,NA,"MDothers",83.66
"EE3.3",2025-07-08,3.2,28.7,7.9,6.4,27700,17,NA,NA,"MDothers",83.66
"LE2.2",2025-07-07,0.5,28,8.1,6.7,15100,8.8,NA,"1.4","MDothers",82.4
"LE2.2",2025-07-07,1,27.9,8,5.7,15700,9.1,NA,NA,"MDothers",82.22
"LE2.2",2025-07-07,2,27.8,7.9,5,16100,9.4,NA,NA,"MDothers",82.04
"LE2.2",2025-07-07,3,27.8,7.9,4.9,16600,9.7,NA,NA,"MDothers",82.04
"LE2.2",2025-07-07,4,27.7,7.8,4.5,16800,9.8,NA,NA,"MDothers",81.86
"LE2.2",2025-07-07,5,27.5,7.6,3.7,17500,10.3,NA,NA,"MDothers",81.5
"LE2.2",2025-07-07,6,26.9,7.4,2.6,17900,10.6,NA,NA,"MDothers",80.42
"LE2.2",2025-07-07,7,26.8,7.4,2.3,18300,10.8,NA,NA,"MDothers",80.24
"LE2.2",2025-07-07,8,26.7,7.4,1.9,18300,10.8,NA,NA,"MDothers",80.06
"LE2.2",2025-07-07,9,26.5,7.3,1.5,18600,11,NA,NA,"MDothers",79.7
"LE2.2",2025-07-07,10,25.4,7.2,0.3,20400,12.2,NA,NA,"MDothers",77.72
"LE2.2",2025-07-07,11,24.2,7.2,0,22600,13.6,NA,NA,"MDothers",75.56
"LE2.2",2025-07-07,11.5,24.2,7.1,0,23000,13.9,NA,NA,"MDothers",75.56
"CCM0069",2025-07-14,0,30,7.1,5.1,2200,1.1,NA,"0.3","MDothers",86
"TRQ0088",2025-07-14,0,29.2,6.9,4.9,17300,10.1,NA,"0.5","MDothers",84.56
"TRQ0146",2025-07-14,0,29.4,7.5,6.5,1060,0.5,NA,"0.2","MDothers",84.92
"XDJ9007",2025-07-14,0,29.6,7.1,6.6,6340,3.4,NA,"0.3","MDothers",85.28
"WIW0141",2025-07-14,0,30.6,7.2,7.2,2370,1.2,NA,"0.3","MDothers",87.08
"XCI4078",2025-07-09,0.5,29.7,7.7,7,20700,12.3,NA,"0.6","MDothers",85.46
"XCI4078",2025-07-09,1,29.6,7.7,7,20700,12.3,NA,NA,"MDothers",85.28
"XCI4078",2025-07-09,2,29.4,7.7,7,21100,12.5,NA,NA,"MDothers",84.92
"XCI4078",2025-07-09,2.4,29.2,7.8,6.9,21100,12.6,NA,NA,"MDothers",84.56
"BXK0031",2025-07-08,0,30.6,7,5.2,23543,14.1,NA,"0.6","MDothers",87.08
"POK0087",2025-07-08,0,32.1,6.8,5.8,4050,2.1,NA,"0.4","MDothers",89.78
"MNK0146",2025-07-08,0,30.1,7.1,5.6,12500,7.1,NA,"0.4","MDothers",86.18
"XAK7810",2025-07-08,0.5,29.2,7.2,5.4,16700,9.7,NA,"0.5","MDothers",84.56
"XAK7810",2025-07-08,1,29.1,7.2,5.2,17000,9.9,NA,NA,"MDothers",84.38
"XAK7810",2025-07-08,2.1,29,7.2,6.2,17700,10.4,NA,NA,"MDothers",84.2
"XGG8251",2025-07-07,0,28.3,8.1,6.8,12300,7,NA,"0.5","MDothers",82.94
"CB5.1W",2025-07-01,0.5,27.4,8.1,6.2,18800,11.1,NA,"1.3","MDothers",81.32
"CB5.1W",2025-07-01,1,27.4,8.1,6.1,18800,11.1,NA,NA,"MDothers",81.32
"CB5.1W",2025-07-01,2,27.3,8.1,5.9,18900,11.2,NA,NA,"MDothers",81.14
"CB5.1W",2025-07-01,3,26.8,7.9,5,19400,11.5,NA,NA,"MDothers",80.24
"CB5.1W",2025-07-01,6,25,7.4,2.1,21700,13.1,NA,NA,"MDothers",77
"CB5.1W",2025-07-01,8,23.8,7.2,0.7,26400,16.5,NA,NA,"MDothers",74.84
"LE1.4",2025-07-01,0.5,28.3,8.2,6.6,18500,10.9,NA,"1.3","MDothers",82.94
"LE1.4",2025-07-01,1,28.3,8.2,6.6,18500,10.9,NA,NA,"MDothers",82.94
"LE1.4",2025-07-01,2,28.3,8.1,6.5,18500,10.9,NA,NA,"MDothers",82.94
"LE1.4",2025-07-01,3,28.3,8.1,6.4,18500,10.9,NA,NA,"MDothers",82.94
"LE1.4",2025-07-01,6,28.2,8.1,6.1,18500,10.9,NA,NA,"MDothers",82.76
"LE1.4",2025-07-01,9,25.4,7.4,1.8,21300,12.5,NA,NA,"MDothers",77.72
"LE1.4",2025-07-01,12,23.7,7.2,0.6,24300,14.8,NA,NA,"MDothers",74.66
"LE1.4",2025-07-01,14,22.6,7.2,0.4,26100,15.9,NA,NA,"MDothers",72.68
"LE1.3",2025-07-01,0.5,28.4,7.9,5.7,18900,11.2,NA,"1.3","MDothers",83.12
"LE1.3",2025-07-01,1,28.4,7.9,5.6,18900,11.2,NA,NA,"MDothers",83.12
"LE1.3",2025-07-01,2,28.4,7.9,5.6,18900,11.2,NA,NA,"MDothers",83.12
"LE1.3",2025-07-01,3,28.3,7.9,5.5,18900,11.2,NA,NA,"MDothers",82.94
"LE1.3",2025-07-01,6,28,7.8,5,19200,11.3,NA,NA,"MDothers",82.4
"LE1.3",2025-07-01,9,27.2,7.6,3.4,19800,11.8,NA,NA,"MDothers",80.96
"LE1.3",2025-07-01,12,26.7,7.5,2.8,20300,12.1,NA,NA,"MDothers",80.06
"LE1.3",2025-07-01,15,25.8,7.4,2.1,21300,12.8,NA,NA,"MDothers",78.44
"LE1.3",2025-07-01,18,25.4,7.4,1.8,21700,13,NA,NA,"MDothers",77.72
"LE1.3",2025-07-01,21,25.2,7.4,1.6,22100,13.3,NA,NA,"MDothers",77.36
"LE1.3",2025-07-01,23,25,7.3,1.5,22400,13.4,NA,NA,"MDothers",77
"LE1.2",2025-07-01,0.5,29.5,8.1,7.8,18400,10.8,NA,"1.3","MDothers",85.1
"LE1.2",2025-07-01,1,29.4,8.1,7.7,18400,10.8,NA,NA,"MDothers",84.92
"LE1.2",2025-07-01,2,29.4,8.1,7.5,18400,10.8,NA,NA,"MDothers",84.92
"LE1.2",2025-07-01,3,29.3,8.1,7.2,18400,10.8,NA,NA,"MDothers",84.74
"LE1.2",2025-07-01,6,27.8,7.3,2.4,18900,11.2,NA,NA,"MDothers",82.04
"LE1.2",2025-07-01,9,27.7,7.3,2.2,19000,11.3,NA,NA,"MDothers",81.86
"LE1.2",2025-07-01,12,26.5,7.4,2.2,24000,12.2,NA,NA,"MDothers",79.7
"LE1.2",2025-07-01,15,25.7,7.3,1.8,21500,12.9,NA,NA,"MDothers",78.26
"LE1.2",2025-07-01,16,25.6,7.3,1.8,21600,13,NA,NA,"MDothers",78.08
"LE1.1",2025-07-02,0.5,29.1,7.6,5.8,16500,9.6,NA,"0.7","MDothers",84.38
"LE1.1",2025-07-02,1,29.1,7.6,5.9,16500,9.6,NA,NA,"MDothers",84.38
"LE1.1",2025-07-02,2,29,7.4,4.9,16700,9.7,NA,NA,"MDothers",84.2
"LE1.1",2025-07-02,3,28.7,7.3,4.6,17100,10,NA,NA,"MDothers",83.66
"LE1.1",2025-07-02,6,27.9,7.1,0.9,18700,11.1,NA,NA,"MDothers",82.22
"LE1.1",2025-07-02,9,27.1,7.2,0.8,19900,11.8,NA,NA,"MDothers",80.78
"LE1.1",2025-07-02,11,25.9,7.2,0.9,21600,12.9,NA,NA,"MDothers",78.62
"RET1.1",2025-07-02,0.5,29,7.3,5,13500,7.8,NA,"0.6","MDothers",84.2
"RET1.1",2025-07-02,1,29.1,7.3,4.9,13500,7.8,NA,NA,"MDothers",84.38
"RET1.1",2025-07-02,2,29.1,7.3,4.6,13600,7.8,NA,NA,"MDothers",84.38
"RET1.1",2025-07-02,3,29.1,7.3,4.4,14100,8.1,NA,NA,"MDothers",84.38
"RET1.1",2025-07-02,6,28.2,7.1,0.7,17700,10.4,NA,NA,"MDothers",82.76
"RET1.1",2025-07-02,9,28,7.1,0.6,17900,10.5,NA,NA,"MDothers",82.4
"RET1.1",2025-07-02,11,28,7.1,0.6,17900,10.5,NA,NA,"MDothers",82.4
"TF1.7",2025-07-02,0.5,29.1,7.3,5.7,4890,2.6,NA,"0.3","MDothers",84.38
"TF1.7",2025-07-02,1,29.5,7.3,4.9,6300,3.4,NA,NA,"MDothers",85.1
"TF1.7",2025-07-02,2,29.7,7.2,4.5,7720,4.2,NA,NA,"MDothers",85.46
"TF1.6",2025-07-02,0.5,29.7,7,4.3,671,0.3,NA,"0.3","MDothers",85.46
"TF1.6",2025-07-02,1,29.7,7,4.3,673,0.3,NA,NA,"MDothers",85.46
"TF1.6",2025-07-02,2,29.7,7,4.3,663,0.3,NA,NA,"MDothers",85.46
"TF1.6",2025-07-02,3,29.7,7,4.3,678,0.3,NA,NA,"MDothers",85.46
"TF1.5",2025-07-02,0.5,29.5,6.9,5.2,273,0.1,NA,"0.3","MDothers",85.1
"TF1.5",2025-07-02,1,29.4,6.9,4.8,273,0.1,NA,NA,"MDothers",84.92
"TF1.5",2025-07-02,2,29.4,6.9,4.8,273,0.1,NA,NA,"MDothers",84.92
"TF1.5",2025-07-02,3,29.4,6.9,4.7,273,0.1,NA,NA,"MDothers",84.92
"TF1.5",2025-07-02,6,29.3,7,4.8,274,0.1,NA,NA,"MDothers",84.74
"TF1.5",2025-07-02,9,29.3,7,4.8,274,0.1,NA,NA,"MDothers",84.74
"TF1.4",2025-07-01,0,29.1,6.9,5,258,0.1,NA,"0.3","MDothers",84.38
"TF1.3",2025-07-01,0,29.2,6.9,5.2,308,0.1,NA,"0.3","MDothers",84.56
"TF1.2",2025-07-01,0,25.7,7.2,6.8,281,0.1,NA,NA,"MDothers",78.26
"TF1.0",2025-07-01,0,26.9,7.4,6.9,417,0.2,NA,NA,"MDothers",80.42
"WXT0001",2025-07-01,0,28.4,6.9,4.7,274,0.1,NA,"0.3","MDothers",83.12
"RET2.4",2025-07-07,0.5,28.2,8,7.1,9810,5.5,NA,"0.7","MDothers",82.76
"RET2.4",2025-07-07,1,28.2,8,6.8,9900,5.6,NA,NA,"MDothers",82.76
"RET2.4",2025-07-07,2,28.2,8,6.6,10200,5.7,NA,NA,"MDothers",82.76
"RET2.4",2025-07-07,3,28.1,7.9,6.2,10700,6,NA,NA,"MDothers",82.58
"RET2.4",2025-07-07,4,27.8,7.7,5.3,11500,6.5,NA,NA,"MDothers",82.04
"RET2.4",2025-07-07,5,27.8,7.7,5.1,11700,6.7,NA,NA,"MDothers",82.04
"RET2.4",2025-07-07,6,27.4,7.3,4.2,11900,6.7,NA,NA,"MDothers",81.32
"RET2.4",2025-07-07,7,26.9,7.2,2.4,13400,7.6,NA,NA,"MDothers",80.42
"RET2.4",2025-07-07,8,26.5,7.1,1.5,14200,8.2,NA,NA,"MDothers",79.7
"RET2.4",2025-07-07,9,26.3,7.1,1.1,14800,8.4,NA,NA,"MDothers",79.34
"RET2.4",2025-07-07,10,26.3,7.1,0.9,15300,9.8,NA,NA,"MDothers",79.34
"RET2.4",2025-07-07,11,26,7.1,0.5,15700,9.1,NA,NA,"MDothers",78.8
"RET2.4",2025-07-07,12,26,7.1,0.6,15700,9.2,NA,NA,"MDothers",78.8
"RET2.4",2025-07-07,13,25.7,7.1,0.3,16600,9.7,NA,NA,"MDothers",78.26
"RET2.4",2025-07-07,14,25.8,7.1,0.3,16600,9.7,NA,NA,"MDothers",78.44
"RET2.4",2025-07-07,15,25.7,7.1,0.3,16700,9.8,NA,NA,"MDothers",78.26
"RET2.4",2025-07-07,16,25.7,7.1,0.3,16800,9.9,NA,NA,"MDothers",78.26
"RET2.2",2025-07-07,0.5,28.6,7.4,5.4,4040,2.1,NA,"0.5","MDothers",83.48
"RET2.2",2025-07-07,2.3,28.5,7.4,5.2,4600,2.4,NA,NA,"MDothers",83.3
"RET2.2",2025-07-07,4.6,28.5,7.4,5.1,4730,2.5,NA,NA,"MDothers",83.3
"RET2.2",2025-07-07,6.9,28.4,7.3,4.6,5280,2.8,NA,NA,"MDothers",83.12
"RET2.2",2025-07-07,8.7,28.3,7.3,4.3,5580,3,NA,NA,"MDothers",82.94
"RET2.1",2025-07-07,0.5,29.5,7.7,7.3,264,0.1,NA,"0.7","MDothers",85.1
"RET2.1",2025-07-07,4.6,29.4,7.7,7.1,284,0.1,NA,NA,"MDothers",84.92
"RET2.1",2025-07-07,5.8,29.4,7.7,7,298,0.1,NA,NA,"MDothers",84.92
"TF2.4",2025-07-07,0.5,29.7,7.7,7.4,240,0.1,NA,"0.5","MDothers",85.46
"TF2.4",2025-07-07,4.8,29.6,7.6,7.2,240,0.1,NA,NA,"MDothers",85.28
"TF2.4",2025-07-07,7.8,29.6,7.6,7.1,241,0.1,NA,NA,"MDothers",85.28
"MAT0016",2025-07-07,0.5,30.3,7.8,7.1,225,0.1,NA,"0.5","MDothers",86.54
"MAT0016",2025-07-07,1,30.2,7.8,7,225,0.1,NA,NA,"MDothers",86.36
"MAT0016",2025-07-07,2,30.1,7.8,6.9,225,0.1,NA,NA,"MDothers",86.18
"MAT0016",2025-07-07,3,30.1,7.9,7.1,228,0.1,NA,NA,"MDothers",86.18
"MAT0016",2025-07-07,4,30,7.9,7.2,229,0.1,NA,NA,"MDothers",86
"TF2.3",2025-07-07,0.5,29.9,7.6,6.4,295,0.1,NA,"0.7","MDothers",85.82
"TF2.3",2025-07-07,2.3,29.7,7.6,6.3,295,0.1,NA,NA,"MDothers",85.46
"TF2.3",2025-07-07,4.6,29.7,7.6,6.2,295,0.1,NA,NA,"MDothers",85.46
"TF2.3",2025-07-07,6.9,29.7,7.6,6.2,295,0.1,NA,NA,"MDothers",85.46
"TF2.3",2025-07-07,9.1,29.7,7.6,6.2,295,0.1,NA,NA,"MDothers",85.46
"TF2.3",2025-07-07,12,29.7,7.6,6.1,295,0.1,NA,NA,"MDothers",85.46
"TF2.2",2025-07-07,0.5,29.6,7.8,7.1,313,0.2,NA,"0.6","MDothers",85.28
"TF2.2",2025-07-07,4.6,29.1,7.7,6.4,319,0.2,NA,NA,"MDothers",84.38
"TF2.2",2025-07-07,6.7,29.1,7.7,6.3,319,0.2,NA,NA,"MDothers",84.38
"TF2.1",2025-07-07,0.5,29.2,7.8,7.2,321,0.2,NA,"0.5","MDothers",84.56
"TF2.1",2025-07-07,4.6,29.1,7.8,7.1,322,0.2,NA,NA,"MDothers",84.38
"TF2.1",2025-07-07,9.1,29,7.8,7.1,324,0.2,NA,NA,"MDothers",84.2
"TF2.1",2025-07-07,13.7,29,7.8,7.1,327,0.2,NA,NA,"MDothers",84.2
"TF2.1",2025-07-07,16.7,29,7.8,7.1,327,0.2,NA,NA,"MDothers",84.2
"XFB1986",2025-07-07,0.5,30.2,7.8,7.7,273,0.1,NA,"0.4","MDothers",86.36
"PIS0033",2025-07-07,0,25,7.1,6.7,288,0.2,NA,NA,"MDothers",77
"MAT0078",2025-07-07,0,25.2,6.8,5.7,168,0.1,NA,NA,"MDothers",77.36
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDothers",NA
"CB5.4",2025-07-22,1,29.161,8.2,7.61,21782,13.02,"BAY893","","VAmain",84.4898
"CB5.4",2025-07-22,2,28.997,8.23,7.62,21747,13,"BAY893","","VAmain",84.1946
"CB5.4",2025-07-22,3,28.764,8.22,7.45,21816,13.05,"BAY893","","VAmain",83.7752
"CB5.4",2025-07-22,4,28.568,8.18,7.06,21967,13.15,"BAY893","","VAmain",83.4224
"CB5.4",2025-07-22,5,28.655,8.11,6.46,22552,13.53,"BAY893","","VAmain",83.579
"CB5.4",2025-07-22,6,28.895,8.11,6.25,23629,14.23,"BAY893","","VAmain",84.011
"CB5.4",2025-07-22,7,28.903,8.11,6.14,23694,14.28,"BAY893","","VAmain",84.0254
"CB5.4",2025-07-22,8,28.941,8.03,5.36,25112,15.21,"BAY893","","VAmain",84.0938
"CB5.4",2025-07-22,9,28.735,7.95,4.56,26567,16.19,"BAY893","","VAmain",83.723
"CB5.4",2025-07-22,10,28.64,7.89,4.02,27481,16.8,"BAY893","","VAmain",83.552
"CB5.4",2025-07-22,11,28.553,7.84,3.74,27853,17.05,"BAY893","","VAmain",83.3954
"CB5.4",2025-07-22,12,28.368,7.75,3.19,28241,17.32,"BAY893","","VAmain",83.0624
"CB5.4",2025-07-22,13,27.935,7.57,2.07,30012,18.52,"BAY893","","VAmain",82.283
"CB5.4",2025-07-22,14,27.97,7.62,2.12,30373,18.77,"BAY893","","VAmain",82.346
"CB5.4",2025-07-22,15,27.806,7.53,1.67,30696,18.99,"BAY893","","VAmain",82.0508
"CB5.4",2025-07-22,16,27.631,7.44,1.22,31026,19.22,"BAY893","","VAmain",81.7358
"CB5.4",2025-07-22,17,27.563,7.42,1.07,31254,19.38,"BAY893","","VAmain",81.6134
"CB5.4",2025-07-22,18,27.525,7.4,0.94,31314,19.42,"BAY893","","VAmain",81.545
"CB5.4",2025-07-22,19,27.4,7.43,1.01,32227,20.05,"BAY893","","VAmain",81.32
"CB5.4",2025-07-22,20,27.428,7.48,1.23,32347,20.13,"BAY893","","VAmain",81.3704
"CB5.4",2025-07-22,21,27.417,7.47,1.16,32400,20.16,"BAY893","","VAmain",81.3506
"CB5.4",2025-07-22,22,27.405,7.46,1.08,32401,20.17,"BAY893","","VAmain",81.329
"CB5.4",2025-07-22,23,27.396,7.45,1.06,32428,20.18,"BAY893","","VAmain",81.3128
"CB5.4",2025-07-22,24,27.389,7.46,1.08,32549,20.27,"BAY893","","VAmain",81.3002
"CB5.4",2025-07-22,25,27.379,7.45,1.01,32635,20.33,"BAY893","","VAmain",81.2822
"CB5.4",2025-07-22,26,27.369,7.45,1.01,32708,20.38,"BAY893","","VAmain",81.2642
"CB5.4",2025-07-22,27,27.34,7.44,0.93,32784,20.43,"BAY893","","VAmain",81.212
"CB5.4",2025-07-22,28,27.333,7.43,0.92,32799,20.44,"BAY893","","VAmain",81.1994
"CB5.4",2025-07-22,29,27.328,7.43,0.92,32808,20.45,"BAY893","","VAmain",81.1904
"CB5.4",2025-07-22,30,27.328,7.43,0.93,32810,20.45,"BAY893","","VAmain",81.1904
"CB5.4",2025-07-22,31,27.328,7.43,0.98,32810,20.45,"BAY893","","VAmain",81.1904
"CB5.4W",2025-07-22,1,29.187,8.25,7.93,21781,13.02,"BAY893","","VAmain",84.5366
"CB5.4W",2025-07-22,2,29.015,8.3,8.32,21841,13.06,"BAY893","","VAmain",84.227
"CB5.4W",2025-07-22,3,29.113,8.28,7.96,22451,13.45,"BAY893","","VAmain",84.4034
"CB5.4W",2025-07-22,4,29.231,8.22,7.44,22604,13.55,"BAY893","","VAmain",84.6158
"CB5.5",2025-07-22,1,29.012,8.22,7.52,23756,14.32,"BAY893","","VAmain",84.2216
"CB5.5",2025-07-22,2,28.96,8.25,7.57,24069,14.52,"BAY893","","VAmain",84.128
"CB5.5",2025-07-22,3,28.957,8.27,7.56,24569,14.85,"BAY893","","VAmain",84.1226
"CB5.5",2025-07-22,4,28.977,8.27,7.57,24888,15.06,"BAY893","","VAmain",84.1586
"CB5.5",2025-07-22,5,29.028,8.26,7.42,25150,15.24,"BAY893","","VAmain",84.2504
"CB5.5",2025-07-22,6,29.063,8.25,7.32,25260,15.31,"BAY893","","VAmain",84.3134
"CB5.5",2025-07-22,7,29.056,8.24,7.26,25272,15.32,"BAY893","","VAmain",84.3008
"CB5.5",2025-07-22,8,29.056,8.23,7.09,25310,15.34,"BAY893","","VAmain",84.3008
"CB5.5",2025-07-22,9,28.835,7.92,4.76,25581,15.53,"BAY893","","VAmain",83.903
"CB5.5",2025-07-22,10,28.359,7.38,1.6,26213,15.96,"BAY893","","VAmain",83.0462
"CB5.5",2025-07-22,11,28.408,7.49,2.05,26796,16.35,"BAY893","","VAmain",83.1344
"CB5.5",2025-07-22,12,27.966,7.29,0.62,28065,17.21,"BAY893","","VAmain",82.3388
"CB5.5",2025-07-22,13,27.76,7.43,1.32,30290,18.72,"BAY893","","VAmain",81.968
"CB5.5",2025-07-22,14,27.333,7.44,1.24,32241,20.06,"BAY893","","VAmain",81.1994
"CB5.5",2025-07-22,15,27.313,7.44,1.28,32344,20.13,"BAY893","","VAmain",81.1634
"CB6.1",2025-07-22,1,29.279,8.25,7.77,26250,15.97,"BAY893","","VAmain",84.7022
"CB6.1",2025-07-22,2,29.311,8.26,7.77,26215,15.94,"BAY893","","VAmain",84.7598
"CB6.1",2025-07-22,3,28.973,8.27,7.58,26594,16.2,"BAY893","","VAmain",84.1514
"CB6.1",2025-07-22,4,29.215,8.28,7.21,27298,16.67,"BAY893","","VAmain",84.587
"CB6.1",2025-07-22,5,29.38,8.27,7,27651,16.9,"BAY893","","VAmain",84.884
"CB6.1",2025-07-22,6,29.016,8.13,5.78,27935,17.1,"BAY893","","VAmain",84.2288
"CB6.1",2025-07-22,7,28.671,7.97,4.63,28284,17.34,"BAY893","","VAmain",83.6078
"CB6.1",2025-07-22,8,27.765,7.53,2,30554,18.9,"BAY893","","VAmain",81.977
"CB6.1",2025-07-22,9,27.115,7.55,2.07,32886,20.51,"BAY893","","VAmain",80.807
"CB6.1",2025-07-22,10,27.006,7.57,2.2,33298,20.79,"BAY893","","VAmain",80.6108
"CB6.1",2025-07-22,11,26.994,7.57,2.23,33341,20.82,"BAY893","","VAmain",80.5892
"CB6.2",2025-07-22,1,28.79,8.26,7.18,26609,16.21,"BAY893","","VAmain",83.822
"CB6.2",2025-07-22,2,28.79,8.25,7.13,26769,16.32,"BAY893","","VAmain",83.822
"CB6.2",2025-07-22,3,28.77,8.25,7.04,26838,16.37,"BAY893","","VAmain",83.786
"CB6.2",2025-07-22,4,28.732,8.22,6.83,26858,16.38,"BAY893","","VAmain",83.7176
"CB6.2",2025-07-22,5,28.695,8.21,6.66,26887,16.4,"BAY893","","VAmain",83.651
"CB6.2",2025-07-22,6,28.313,7.89,4.51,28200,17.29,"BAY893","","VAmain",82.9634
"CB6.2",2025-07-22,7,27.42,7.69,3.27,31596,19.62,"BAY893","","VAmain",81.356
"CB6.2",2025-07-22,8,26.806,7.74,3.69,34190,21.41,"BAY893","","VAmain",80.2508
"CB6.2",2025-07-22,9,25.935,7.77,3.99,36937,23.34,"BAY893","","VAmain",78.683
"CB6.3",2025-07-22,1,29.793,8.27,7.91,26954,16.43,"BAY893","","VAmain",85.6274
"CB6.3",2025-07-22,2,29.63,8.28,7.94,26856,16.36,"BAY893","","VAmain",85.334
"CB6.3",2025-07-22,3,29.55,8.29,7.95,26923,16.41,"BAY893","","VAmain",85.19
"CB6.3",2025-07-22,4,28.883,8.27,7.67,26971,16.45,"BAY893","","VAmain",83.9894
"CB6.3",2025-07-22,5,28.624,8.17,6.72,27049,16.51,"BAY893","","VAmain",83.5232
"CB6.3",2025-07-22,6,28.245,7.9,4.82,28395,17.42,"BAY893","","VAmain",82.841
"CB6.3",2025-07-22,7,27.57,7.84,4.5,30964,19.18,"BAY893","","VAmain",81.626
"CB6.3",2025-07-22,8,26.506,7.74,3.9,34891,21.91,"BAY893","","VAmain",79.7108
"CB6.3",2025-07-22,9,26.316,7.73,3.8,35601,22.4,"BAY893","","VAmain",79.3688
"CB6.3",2025-07-22,10,26.207,7.72,3.77,35979,22.67,"BAY893","","VAmain",79.1726
"CB6.3",2025-07-22,11,26.115,7.71,3.81,36292,22.89,"BAY893","","VAmain",79.007
"CB6.4",2025-07-22,1,28.209,8.12,6.89,30250,18.68,"BAY893","","VAmain",82.7762
"CB6.4",2025-07-22,2,28.166,8.13,6.79,30239,18.68,"BAY893","","VAmain",82.6988
"CB6.4",2025-07-22,3,28.169,8.13,6.78,30248,18.68,"BAY893","","VAmain",82.7042
"CB6.4",2025-07-22,4,28.151,8.12,6.61,30309,18.72,"BAY893","","VAmain",82.6718
"CB6.4",2025-07-22,5,28.036,7.99,5.85,31140,19.29,"BAY893","","VAmain",82.4648
"CB6.4",2025-07-22,6,27.282,7.81,4.43,33504,20.93,"BAY893","","VAmain",81.1076
"CB6.4",2025-07-22,7,25.125,7.71,3.81,38196,24.24,"BAY893","","VAmain",77.225
"CB6.4",2025-07-22,8,24.254,7.7,3.92,39591,25.25,"BAY893","","VAmain",75.6572
"CB6.4",2025-07-22,9,23.774,7.69,4.01,40488,25.89,"BAY893","","VAmain",74.7932
"LE3.6",2025-07-22,1,28.932,8.22,7.67,23774,14.33,"BAY893","","VAmain",84.0776
"LE3.6",2025-07-22,2,28.909,8.19,7.44,23918,14.42,"BAY893","","VAmain",84.0362
"LE3.6",2025-07-22,3,28.831,8.17,7.22,24023,14.49,"BAY893","","VAmain",83.8958
