"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempF"
"CB4.3E",2025-07-09,10,82.22,8,6.2,17400,10.4,NA,NA,82.22
"CB4.3E",2025-07-09,11,81.68,7.9,5.3,17800,10.6,NA,NA,81.68
"CB4.3E",2025-07-09,12,80.78,7.7,4.5,18400,10.9,NA,NA,80.78
"CB4.3E",2025-07-09,13,79.16,7.4,2.6,19500,11.6,NA,NA,79.16
"CB4.3E",2025-07-09,14,76.64,7.2,0.6,22200,13.3,NA,NA,76.64
"CB4.3E",2025-07-09,15,75.38,7.2,0.1,23300,13.9,NA,NA,75.38
"CB4.3E",2025-07-09,16,74.66,7.2,0,23300,14.1,NA,NA,74.66
"CB4.3E",2025-07-09,17,74.12,7.2,0,24400,16,NA,NA,74.12
"CB4.3E",2025-07-09,18,72.86,7.2,0,26000,16.1,NA,NA,72.86
"CB4.3E",2025-07-09,19,72.14,7.2,0,26700,16.4,NA,NA,72.14
"CB4.3C",2025-07-09,0.5,82.94,8.2,7.7,17400,10.2,NA,"1.5",82.94
"CB4.3C",2025-07-09,1,82.94,8.2,7.7,17500,10.2,NA,NA,82.94
"CB4.3C",2025-07-09,2,82.94,8.2,7.7,17500,10.2,NA,NA,82.94
"CB4.3C",2025-07-09,3,82.94,8.2,7.6,17500,10.2,NA,NA,82.94
"CB4.3C",2025-07-09,5,82.76,8.2,7.5,17500,10.3,NA,NA,82.76
"CB4.3C",2025-07-09,6,82.76,8.2,7,17500,10.2,NA,NA,82.76
"CB4.3C",2025-07-09,7,82.58,8.2,7.2,17500,10.2,NA,NA,82.58
"CB4.3C",2025-07-09,8,82.22,8,4.8,18300,10.7,NA,NA,82.22
"CB4.3C",2025-07-09,9,79.52,7.3,2,18700,11.1,NA,NA,79.52
"CB4.3C",2025-07-09,10,77.18,7.2,0.9,20300,12.2,NA,NA,77.18
"CB4.3C",2025-07-09,11,75.92,7.2,0.3,21300,12.8,NA,NA,75.92
"CB4.3C",2025-07-09,12,72.5,7.2,0,23900,14.5,NA,NA,72.5
"CB4.3C",2025-07-09,13,72.14,7.2,0,25300,15.6,NA,NA,72.14
"CB4.3C",2025-07-09,14,72.14,7.2,0,25300,15.7,NA,NA,72.14
"CB4.3C",2025-07-09,15,72.14,7.2,0,26000,15.9,NA,NA,72.14
"CB4.3C",2025-07-09,16,71.96,7.2,0,26500,16.3,NA,NA,71.96
"CB4.3C",2025-07-09,17,71.78,7.2,0.1,27200,16.7,NA,NA,71.78
"CB4.3C",2025-07-09,19,71.78,7.2,0.1,27500,16.9,NA,NA,71.78
"CB4.3C",2025-07-09,21,71.78,7.2,0.1,27600,17,NA,NA,71.78
